Nombre de la revista,"Number of contribution
in magazine","Contributor
Last name / first name",Roles de los colaboradores ,Pseudonym / abbreviation used,Source of contributor data,Sex,País de origen,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,"Inicio
[aaaa-mm-dd] ","Término
[aaaa-mm-dd] ","Duración
[pasos de tiempo en días]","Type of contribution
[Género según investigador]",Género según la revista,Lengua,Dedicatoria,Libros reseñados,Traductor,Lengua original,No. páginas,Mención de viajeros ,"Adaptación / apropiación /
modificación / reinterpretación","Intermediarios en
las transferencias",Comentarios
Trofeos,65,Anónimo,,,NA,M,NA,NA,NA,NA,Trofeos[ información sobre la revista],4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Información de la revista,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,66,Anónimo,,,NA,M,NA,NA,NA,NA,"Suscriptores de ""Trofeos""",4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Lista de suscriptores,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,67,Anónimo,,,NA,M,NA,NA,NA,NA,Publicidad,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Publicidad,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,68,E.P,,E.P,NA,M,NA,NA,NA,NA,Rehabilitación,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,No ficción,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,69,"Carvajal, M.A.",,,NA,M,Colombiano,NA,NA,NA,Claro de luna,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Poesía,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,70,"Paillié, Francisco A.",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=publisher_see&id=2764&page=1&nbr_lignes=17&l_typdoc=a&nb_per_page_custom=17,M,Colombiano,NA,NA,NA,Estados del alma,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Crónica,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,71,"Fort, Paul",,,https://es.wikipedia.org/wiki/Paul_Fort,M,Francés,NA,NA,NA,Filomela,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Poesía,NA,NA,Para Víctor M. Londoño,,Manuel A Bonilla,,2,NA,NA,NA,
Trofeos,72,"Peña R., Pedro A.",,,http://www.suin-juriscol.gov.co/clp/contenidos.dll/Decretos/1212226?fn=document-frame.htm$f=templates$3.0,M,Colombiano,NA,NA,NA,Bajo los robles,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,cuento,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,73,"Velásquez, Edmundo",,,https://academiaocana.blogspot.com/2011/02/los-felibres.html,M,Colombiano,NA,NA,NA,Versos sencillos,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Poesía,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,74,"Uribe Olguin, Guillermo",,,https://www.semana.com/escandalo-en-la-high/10544-3/,M,Colombiano,NA,NA,NA,"Los pirineos, de Felipe Pedrell",4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Crítica,NA,NA,NA,,NA,,6,NA,NA,NA,
Trofeos,75,"Santa María Vermersch, R.",,,https://www.genealogiasdecolombia.co/familia/Individuo.aspx?r=Ricardo-Santa-Mar%C3%ADa-Vermeersch_6185239239234241235,M,Colombiano,NA,NA,NA,Ephraim Michael (1866-1890),4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Crítica,NA,NA,NA,,NA,,4,NA,NA,NA,
Trofeos,76,"Escobar Sarmiento, Ricardo",,Delio Seravile,https://www.genealogiasdecolombia.co/familia/Individuo.aspx?r=Ricardo-Sarmiento-Escobar-(Alias-Delio-Seravile)_8263316315314317314320,M,Colombiano,NA,NA,NA,Maitines,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,77,"Posada, Guillermo",,,"https://bibliotecadigital.univalle.edu.co/bitstream/handle/10893/3093/Rev.%20Poligramas,N.25,p.185-218.pdf?sequence=1",M,Colombiano,NA,NA,NA,Versalles (I),4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Crónica,NA,NA,NA,,NA,,5,NA,NA,NA,
Trofeos,78,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,La muerte del Simbolismo,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Crítica,NA,NA,NA,,NA,,5,NA,NA,NA,
Trofeos,79,"Jaramillo, Escipión",,,NA,M,Colombiano,NA,NA,NA,XVII,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,80,"Uribe, Diego",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Tierra del alma,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Reseña de libro,NA,NA,NA,Tierra del alma de Carlos Villafañe,NA,,2,NA,NA,NA,
Trofeos,81,"Díaz, Leopoldo",,,https://es.wikipedia.org/wiki/Leopoldo_D%C3%ADaz,M,Argentino,NA,NA,NA,Señor D. Ismael López,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,carta,NA,NA,NA,,NA,,1,NA,NA,NA,"Esta es una carta dorigida a uno de los directores de la revista en la que se anuncia que recibirán un libro de poemas de Leopoldo Díaz, algunos de los cuales fueron publicados en la revista Vers et Prose en Paris"
Trofeos,82,"Icaza, Francisco A. De",,,https://es.wikipedia.org/wiki/Francisco_A._de_Icaza,M,Mexicano,NA,NA,NA,La canción del camino,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Reseña de libro,NA,NA,NA,La canción del camino de francisco de Icaza,NA,,1,NA,NA,NA,
Trofeos,83,"Naranjo Martínez, Enrique",,,https://gw.geneanet.org/gnaranjof1?lang=fr&n=naranjo+martinez&oc=0&p=enrique,M,Colombiano,NA,NA,NA,EL carrusel,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Crónica,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,84,Anónimo,,,NA,M,NA,NA,NA,NA,Ecos de la prensa,4,25 November 1906,1906-11-25,1906-11-25,1907-01-05,41,Reseña de revistas,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,85,Anónimo,,,NA,M,NA,NA,NA,NA,sumario,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Indice,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,86,Anónimo,,,NA,M,NA,NA,NA,NA,Trofeos [Información de la revista],5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Información de la revista,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,87,"Prudhomme, Sully",,,https://es.wikipedia.org/wiki/Sully_Prudhomme,M,Francés,NA,NA,NA,La nereida,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Poesía,Poema lírico,NA,NA,,Miguel Antonio Caro,,5,NA,NA,NA,
Trofeos,88,"Pardo Farelo, Enrique",,Luis Tablanca,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,NA,NA,NA,María dolorosa,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,cuento,cuento sencillo,NA,A Ismael López,,NA,,2,NA,NA,NA,
Trofeos,89,"Carvajal, M.A.",,,NA,M,Colombiano,NA,NA,NA,Meditación crepuscular,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Crónica,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,90,"Castillo, Eduardo",,,https://es.wikipedia.org/wiki/Eduardo_Castillo,M,Colombiano,NA,NA,NA,A una novicia,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,91,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,"Alma America . Poemas Indo-Españoles-José Santos Chocano-Madrid, 1906",5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Crítica,NA,NA,NA,,NA,,6,NA,NA,NA,
Trofeos,92,"Posada, Guillermo",,,"https://bibliotecadigital.univalle.edu.co/bitstream/handle/10893/3093/Rev.%20Poligramas,N.25,p.185-218.pdf?sequence=1",M,Colombiano,NA,NA,NA,En Austria (I),5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,fragmento de libro,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,93,"López, Ismael",director,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,A proposito de una artículo de locuciones,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,No ficción,NA,NA,NA,,NA,,7,NA,NA,NA,
Trofeos,94,"Fernández García, Alejandro",,,NA,M,Venezolano,NA,NA,NA,"De El cojo Ilustrado, correspondienre al 15 de Octubre último",5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Reseña de revistas,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,95,"Bocquet, León ",,,https://fr.wikipedia.org/wiki/L%C3%A9on_Bocquet,M,Francés,NA,NA,NA,Leon Bocquet,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Reseña de libro,NA,NA,NA,Albert Samain  de Leon Bocquet,NA,,2,NA,NA,NA,Tomado del Mercure de France
Trofeos,96,"D'Oribe, R.",,,NA,M,Colombiano,NA,NA,NA,Fraulein Emma (I),5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Reseña de libro,NA,NA,NA,Fraulein Emma de Juan Servert,NA,,3,NA,NA,NA,
Trofeos,97,"López, Ismael",director,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,La inmigración al cauca,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,No ficción,NA,NA,NA,,NA,,4,NA,NA,NA,
Trofeos,98,"Holguín, Jorge ",,,https://viaf.org/viaf/52994821/ ,M,Colombiano,NA,NA,NA,"Sr Alcalde de Cali-Cauca, Colombia",5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,carta,NA,NA,NA,,NA,,,NA,NA,NA,
Trofeos,99,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,El silencio,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Crítica,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,100,R.S.M,,R.S.M,NA,M,NA,NA,NA,NA,"""Christmas"" en Bogotá",5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Crónica,crónica,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,101,Anónimo,,,NA,M,NA,NA,NA,NA,Revistas de la paz,5,5 Januar 1907,1907-01-05,1907-01-05,1907-02-01,27,Reseña de revistas,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,102,Anónimo,,,NA,M,NA,NA,NA,NA,sumario,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Indice,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,103,Anónimo,,,NA,M,NA,NA,NA,NA,Trofeos [Información de la revista],6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Información de la revista,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,104,"Cuervo, Rufino José",,,https://es.wikipedia.org/wiki/Rufino_Jos%C3%A9_Cuervo,M,Colombiano,NA,NA,NA,Señores Victor M. Londoño e Isamel López,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,carta,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,105,"Grillo, Maximiliano ",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=13640,M,Colombiano,1868,1949,NA,Breves apuntes. Acerca de D. Miguel de Unamuno y de su influencia en las letras Hispano-Americanas,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Crítica,NA,NA,NA,,NA,,10,NA,NA,NA,
Trofeos,106,"Valencia, Guillermo ",,,https://www.wikidata.org/wiki/Q2880050 ,M,Colombiano,NA,NA,NA,Nocturno (De Eugenio de Castro),6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Poesía,NA,NA,Para el delicado artista Francisco E. Diago ,,NA,,3,NA,NA,NA,
Trofeos,107,"Sanín Cano, Baldomero",,,https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano,M,Colombiano,1861,1957,NA,Oración para los dás mejores,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,fragmento de libro,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,108,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Canto del exodo,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Poesía,NA,NA,NA,,NA,,5,NA,NA,NA,
Trofeos,109,"López, Ismael",director,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,Documentos hostóricos (I),6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,No ficción,NA,NA,Al poeta Alberto Carvajal,,NA,,6,NA,NA,NA,
Trofeos,110,"Céspedes, Angel María",,,http://biblioteca.udea.edu.co:8080/leo/handle/123456789/3142,M,Colombiano,NA,NA,NA,Agreste,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,111,"Sánchez, Alberto",,,NA,M,Colombiano,NA,NA,NA,Bienvenida,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,No ficción,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,112,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,Notas marginales,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Reseña de revistas,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,113,"López Alarcon, Enrique",,,https://es.wikipedia.org/wiki/Enrique_L%C3%B3pez_Alarc%C3%B3n,M,Español,NA,NA,NA,Enrique Lopez Alarcon,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Reseña de libro,versos,NA,NA,Constelaciones Enrique López Alarcon,NA,,1,NA,NA,NA,
Trofeos,114,"Moréas, Jean",,,https://es.wikipedia.org/wiki/Jean_Mor%C3%A9as ,M,Francés y Griego,NA,NA,NA,André Chenier,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Comentario,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,115,Anónimo,,,NA,M,NA,NA,NA,NA,Bogotá Ilustrado. Revista mensual de literatura y arte,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Comentario,NA,NA,NA,,NA,,2,NA,NA,NA,Tomado de otra revista
Trofeos,116,"Naranjo Martínez, Enrique",,,https://gw.geneanet.org/gnaranjof1?lang=fr&n=naranjo+martinez&oc=0&p=enrique,M,Colombiano,NA,NA,NA,Monserrate,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Crónica,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,117,"López, Ismael",director,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,"Inmigración y colonización. Por Tomás Carrasquilla H. Edición oficial. Imprenta Nacional, 1906",6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Comentario,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,118,Anónimo,,,NA,M,NA,NA,NA,NA,Ecos de la prensa,6,1 Februar 1907,1907-02-01,1907-02-01,1907-03-01,28,Reseña de revistas,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,119,Anónimo,,,NA,M,NA,NA,NA,NA,sumario,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Indice,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,120,Anónimo,,,NA,M,NA,NA,NA,NA,Trofeos [Información de la revista],7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Información de la revista,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,121,Anónimo,,,NA,M,NA,NA,NA,NA,Publicidad,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Publicidad,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,122,Anónimo,,,NA,M,NA,NA,NA,NA,Acto de desesperación (II),7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,fragmento de libro,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,123,"Gómez Restrepo, Antonio",,,https://es.wikipedia.org/wiki/Antonio_G%C3%B3mez_Restrepo,M,Colombiano,NA,NA,NA,La Gioconda,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,124,"Valencia, Guillermo ",,,https://www.wikidata.org/wiki/Q2880050 ,M,Colombiano,NA,NA,NA,Crepúsculo,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Poesía,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,125,"Paillié, Francisco A.",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=publisher_see&id=2764&page=1&nbr_lignes=17&l_typdoc=a&nb_per_page_custom=17,M,Colombiano,NA,NA,NA,A propósito de Ibsen,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Crítica,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,126,"Santa María Vermersch, R.",,,https://www.genealogiasdecolombia.co/familia/Individuo.aspx?r=Ricardo-Santa-Mar%C3%ADa-Vermeersch_6185239239234241235,M,Colombiano,NA,NA,NA,Les désenchantées,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Crítica,NA,NA,NA,,NA,,7,NA,NA,NA,
Trofeos,127,"Sánchez, Alberto",,,NA,M,Colombiano,NA,NA,NA,Ave gratia plena,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,128,"López, Ismael",director,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,Edmon Pilon y los cisnes del Cayla,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Crítica,NA,NA,NA,,NA,,5,NA,NA,NA,
Trofeos,129,"Guérin, Maurice de",,,https://pt.wikipedia.org/wiki/Maurice_de_Gu%C3%A9rin,M,Francés,NA,NA,NA,La roche D'Onelle,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Poesía,NA,NA,NA,,José Asunción Silva,,1,NA,NA,NA,
Trofeos,130,Directores,,,NA,M,Colombiano,NA,NA,NA,Carlos Baudelaire,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Comentario,NA,NA,NA,,Eduardo Marquina,,4,NA,NA,NA,
Trofeos,131,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,Remy de Gourmont,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,fragmento de libro,NA,NA,NA,NA,NA,,3,NA,NA,NA,
Trofeos,132,"Ouvré, Henry",,,"https://viaf.org/viaf/24368346/#Ouvr%C3%A9,_Henri_1863-1903",M,Francés,NA,NA,NA,Sócrates,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Comentario,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,133,"Briceño, Manuel",,,https://www.academia.edu/2437242/Los_Comuneros,M,Colombiano,NA,NA,NA,Álvaro de la Iglesia,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Reseña de libro,NA,NA,NA,Adoración de Álvaro de la Iglesia,NA,,1,NA,NA,NA,
Trofeos,134,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,Don Benito Navarro O,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Obituario,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,135,"Olaya Herrera, Enrique",,,https://es.wikipedia.org/wiki/Enrique_Olaya_Herrera,M,Colombiano,NA,NA,NA,En los Boulevards,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Crónica,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,136,"Naranjo Martínez, Enrique",,,https://gw.geneanet.org/gnaranjof1?lang=fr&n=naranjo+martinez&oc=0&p=enrique,M,Colombiano,NA,NA,NA,¡Los toros!,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Crónica,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,137,Anónimo,,,NA,M,NA,NA,NA,NA,Errata,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,NA,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,138,Anónimo,,,NA,M,NA,NA,NA,NA,Ecos de la prensa,7,1 März 1907,1907-03-01,1907-03-01,1907-03-25,24,Reseña de revistas,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,139,Anónimo,,,NA,M,NA,NA,NA,NA,sumario,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Indice,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,140,Anónimo,,,NA,M,NA,NA,NA,NA,Trofeos [Información de la revista],8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Información de la revista,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,141,"Díaz, Leopoldo",,,https://es.wikipedia.org/wiki/Leopoldo_D%C3%ADaz,M,Argentino,NA,NA,NA,Oda breve a Gonzalo de Berceo,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Poesía,NA,NA,Para Trofeos,,NA,,1,NA,NA,NA,
Trofeos,142,"Cervera, Manuel",,,https://es.wikipedia.org/wiki/Manuel_Mar%C3%ADa_Cervera,M,Argentino,NA,NA,NA,Protagonistas,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,143,"Sanín Cano, Baldomero",,,https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano,M,Colombiano,1861,1957,NA,Meditaciones sobre el desdén III,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,fragmento de libro,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,144,"Uribe, Diego",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,La costurera,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Poesía,NA,NA,A B. Sanín Cano,,NA,,2,NA,NA,NA,
Trofeos,145,"López, Ismael",director,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,Congresos Internacionales americanos II,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,No ficción,NA,NA,Al Dr. José Manuel Goénaga,,NA,,10,NA,NA,NA,
Trofeos,146,"Wilde, Oscar",,,https://es.wikipedia.org/wiki/Oscar_Wilde,M,Irlandés,NA,NA,NA,Parábola del milagro (de Oscar Wilde),8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Poesía,NA,NA,NA,,Salvador LucerNA,,2,NA,NA,NA,
Trofeos,147,"Rodó, José Enrique",,,https://es.wikipedia.org/wiki/Jos%C3%A9_Enrique_Rod%C3%B3,M,Uruguayo,NA,NA,NA,Liberalismo y Jacobinismo,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Crítica,NA,NA,NA,,NA,,5,NA,NA,NA,
Trofeos,148,"Beaunier, André",,,https://en.wikipedia.org/wiki/Andr%C3%A9_Beaunier,M,Francés,NA,NA,NA,Maurice Barrés Académico,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Crítica,NA,NA,NA,,NA,,3,NA,NA,NA,
Trofeos,149,Directores,,,NA,M,Colombiano,NA,NA,NA,John Ruskin. Unto thi last,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Reseña de libro,NA,NA,NA,Unto this last de John Ruskin,NA,,4,NA,NA,NA,
Trofeos,150,"Gomperz, Theodor ",,,https://es.wikipedia.org/wiki/Theodor_Gomperz,M,Austríaco,NA,NA,NA,Los pensadores griegos,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Reseña de libro,NA,NA,NA,Los pensadores Griegos de Teodor Gomperz,Directores,,1,NA,NA,NA,
Trofeos,151,"Gomperz, Theodor ",,,https://es.wikipedia.org/wiki/Theodor_Gomperz,M,Austríaco,NA,NA,NA,Vida de Jenófanes,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,fragmento de libro,NA,NA,NA,,Directores,,1,NA,NA,NA,
Trofeos,152,Directores,,,NA,M,Colombiano,NA,NA,NA,Una lección de modestia,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Crítica,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,153,Directores,,,NA,M,Colombiano,NA,NA,NA,Argos. Revista quincenal de literatura y variedad -Barranquilla,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Reseña de revistas,NA,NA,NA,,NA,,1,NA,NA,NA,
Trofeos,154,"Rosa, Leopoldo de la",,,https://publicaciones.banrepcultural.org/index.php/boletin_cultural/article/view/5590,M,Colombiano,NA,NA,NA,Safo de Mitilene,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Poesía,NA,NA,Para Ismael López,,NA,,1,NA,NA,NA,Tomado de Argos
Trofeos,155,"Cervera, Manuel",,,https://es.wikipedia.org/wiki/Manuel_Mar%C3%ADa_Cervera,M,Argentino,NA,NA,NA,Tras su huella,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,Tomado de Argos
Trofeos,156,Anónimo,,,NA,M,NA,NA,NA,NA,Flor natural,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,cuento,NA,NA,NA,,NA,,2,NA,NA,NA,
Trofeos,157,Anónimo,,,NA,M,NA,NA,NA,NA,Publicidad,8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,Publicidad,NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,158,Anónimo,,,NA,M,NA,NA,NA,NA,"Libros publicados por la imprenta de ""La cruz""",8,25 März 1907,1907-03-25,1907-03-25,1907-05-01,37,"Libros publicados por la imprenta de ""La cruz""",NA,NA,NA,,NA,,sp,NA,NA,NA,
Trofeos,159,Anónimo,,,NA,M,NA,NA,NA,NA,sumario,9,1 Mai 1907,1907-05-01,1907-05-01,1907-06-10,40,Indice,NA,NA,NA,,NA,,sp,NA,NA,NA,
