"NombreR","NumContrib","Contributor","Roles","Seudonimo.x","Fuente","Sexo","PaisOrigen.y","Nacimiento","Muerte","Titulo","NumFasciculo","Fecha","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantidadPaginas","Paginacion","Comentarios"
"Lectura Amena","90","Uribe Mejía, F. A.","","",NA,NA,NA,NA,NA,"Vida Amarga (después de leer ""Noche triste""","9",NA,NA,NA,NA,"","Comentario","",NA,"","2",NA,""
"Lectura Amena","91","Nervo, Amado","","","http://viaf.org/viaf/97487","M","México","1870","1919","Tritoniada","9",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","92","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Verlaine converso","9",NA,NA,NA,NA,"","Poema","","A Fray Amado, poeta.","","1",NA,""
"Lectura Amena","93","Montoya, Antonio José","","","Rendón 400","M","Colombia","","","Juancho Uribe","9",NA,NA,NA,NA,"","Comentario","","Del Álbum ilustrado de D. Rafael Mesa","","3",NA,""
"Lectura Amena","94","Jaramillo, Escipión","","",NA,NA,NA,NA,NA,"Ocaso","9",NA,NA,NA,NA,"","Poema","","Para C. F. V.","","1",NA,""
"Lectura Amena","95","Lozano, Alberto","","",NA,NA,NA,NA,NA,"Amor y gloria","9",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","96","Gonzaga Urbina, Luis","","","https://es.wikipedia.org/wiki/Luis_Gonzaga_Urbina","M","México","1864","1934","De profundis","9",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","97","Negueri, D.","","",NA,NA,NA,NA,NA,"Para un Álbum","9",NA,NA,NA,NA,"","Poema","","A E. S. A","","1",NA,""
"Lectura Amena","98","Montoya Pérez, Rafael","","",NA,NA,NA,NA,NA,"Caída","9",NA,NA,NA,NA,"","Cuento","","A José Montoya","","5",NA,""
"Lectura Amena","99","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Reliquia bio-bibliográfica de Epifanío Mejía","9",NA,NA,NA,NA,"","Comentario","",NA,"","1",NA,""
"Lectura Amena","100","Mejía, Epifanio","","","http://viaf.org/viaf/70558709","M","Colombia","1838","1913","Alfredo","9",NA,NA,NA,NA,"","Poema","","A Teresita","","2",NA,""
"Lectura Amena","101","Tejada Córdoba, Blas","","",NA,NA,NA,NA,NA,"La tarde","9",NA,NA,NA,NA,"","Poema","","A H. A. N","","2",NA,""
"Lectura Amena","102","Anónimo","","",NA,NA,NA,NA,NA,"De todo","9",NA,NA,NA,NA,"","Varia","",NA,"","1",NA,""
"Lectura Amena","103","Montoya, Antonio José","","","Rendón 400","M","Colombia","","","El parnaso de la montaña (De El Gran Montañes.)","10",NA,NA,NA,NA,"","Crónica","",NA,"","5",NA,""
"Lectura Amena","104","Valencia, Guillermo","","","https://www.wikidata.org/wiki/Q2880050","M","Colombia","1873","1943","Las dos cabezas","10",NA,NA,NA,NA,"","Poema","","A Eduardo S. Gutiérrez","","3",NA,""
"Lectura Amena","105","Vargas Vila, José María","","","http://viaf.org/viaf/39419512","M","Colombia","1860","1933","Inexorable dilema","10",NA,NA,NA,NA,"","Ensayo","",NA,"","5",NA,""
"Lectura Amena","106","Nervo, Amado","","","http://viaf.org/viaf/97487","M","México","1870","1919","Increpación","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","107","Dicenta, Joaquín","","","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta","M","España","1862","1917","Bonafoux (Nota bohemia)","10",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","108","Gutierrez, Adolfo León","","",NA,NA,NA,NA,NA,"Los abyectos","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","109","Cano, Luis","director","","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Minchero Vilasaró, Angel: Diccionario universal de escritores. - San Sebastián : Ideas Hechos, 1957. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984.","M","Colombia","1885","1950","Anarquía póstuma","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","110","Cano, Antonio José","","","https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz ; Ospina; Minchero; Echavarría","M","Colombia","1874","1942","Tentación","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","111","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Poema en prosa","10",NA,NA,NA,NA,"","Poema","","A D. Tomás Carrasquilla","","1",NA,""
"Lectura Amena","112","Velásquez García, José","","","https://www.wikidata.org/wiki/Q94281425","M","Colombia","1873","1950","En la selva intacta","10",NA,NA,NA,NA,"","Poema","","Para la Srta. Mercedes Duque","","2",NA,""
"Lectura Amena","113","Tejada Córdoba, Blas","","",NA,NA,NA,NA,NA,"Memento","10",NA,NA,NA,NA,"","Poema","","Á Isabel","","1",NA,""
"Lectura Amena","114","Vélez, Salvador","","",NA,NA,NA,NA,NA,"Luz y sombra","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","115","Anónimo","","",NA,NA,NA,NA,NA,"De todo","10",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","116","Montoya Pérez, Rafael","","",NA,NA,NA,NA,NA,"Tu quoque","11",NA,NA,NA,NA,"","Cuento","","A Salvador Vélez","","9",NA,""
"Lectura Amena","117","Navarro, M.Donato","","",NA,NA,NA,NA,NA,"Secreto","11",NA,NA,NA,NA,"","Poema","","Para Luis E. Yepes","","2",NA,""
"Lectura Amena","118","Nervo, Amado","","","http://viaf.org/viaf/97487","M","México","1870","1919","Otras vidas","11",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","119","Robledo, Jorge Samuel","","","Minchero; Echevarría","M","Colombia","1886","1960","Los funerales del sol (Paráfrasis)","11",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","120","Cano Gutíérrez, Fidel","","","http://viaf.org/viaf/56417474/","M","Colombia","1854","1919","Discurso","11",NA,NA,NA,NA,"","Discurso","",NA,"","5",NA,""
"Lectura Amena","121","Cano, Luis","director","","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Minchero Vilasaró, Angel: Diccionario universal de escritores. - San Sebastián : Ideas Hechos, 1957. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984.","M","Colombia","1885","1950","Nights","11",NA,NA,NA,NA,"","Poema","","A D. Julián Paéz M.","","1",NA,""
"Lectura Amena","122","Fx. B.","","Fx. B.",NA,NA,NA,NA,NA,"Tropical","11",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","123","Negueri, D.","","",NA,NA,NA,NA,NA,"Fantasia","11",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","124","Greiff, Luis de","","","Quién es quién en Venezuela, Panama, Ecuador, Colombia : con datos recopilados hasta el 30 de Junio de 1952. - Bogotá : Perry, 1952","M","Colombia","1908","1952","El creador de María","11",NA,NA,NA,NA,"","Crónica","",NA,"","3",NA,""
"Lectura Amena","125","Anónimo","","",NA,NA,NA,NA,NA,"De todo","11",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","126","Marín, Abel","","","Nieto; Michero; Echavarría","M","Colombia","1888","1950","Polonia","12",NA,NA,NA,NA,"","Cuento","","A Luis Cano","","3",NA,""
"Lectura Amena","127","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Poema triste","12",NA,NA,NA,NA,"","Poema","","Para J. V. Latorre: tributo.","","3",NA,""
"Lectura Amena","128","Dicenta, Joaquín","","","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta","M","España","1862","1917","Dos naturalezas","12",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","129","Gamboa, Mateo","","","Sánchez: Diccionario; Echevarría","M","Colombia","1880","1948","Crepuscular","12",NA,NA,NA,NA,"","Poema","","Para Lectura Amena","","1",NA,""
"Lectura Amena","130","Sierra, Justo","","","http://viaf.org/viaf/36989647","M","México","1848","1912","Nocturno","12",NA,NA,NA,NA,"","Cuento","","A Roberto A. Estera","","6",NA,""
"Lectura Amena","131","Cano, Antonio José","","","https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz ; Ospina; Minchero; Echavarría","M","Colombia","1874","1942","Los ritmos (De León Dierx)","12",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","132","Rodriguez Moya, Francisco","","","http://viaf.org/viaf/30147121768326392484","M","Colombia","1884","1958","Scherzo","12",NA,NA,NA,NA,"","Poema en prosa","","A CH...","","2",NA,""
"Lectura Amena","133","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Saturniana","12",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","134","Pastor Ríos, Justo","","",NA,NA,NA,NA,NA,"Días de boda","12",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","135","Salduba","","",NA,NA,NA,NA,NA,"La última misa","12",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","136","Gómez E., Bernardo","","",NA,NA,NA,NA,NA,"Le voyage","12",NA,NA,NA,NA,"","Poema","","A D. Fidel Cano","","1",NA,""
"Lectura Amena","137","Fernández García, Alejandro","","","Diccionario general de la literatura venezolana : autores. - Mérida : Centro de Investigaciones Literarias. Universidad de Los Andes Facultad de Humanidades y Educación, 1974. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984. Monroy de Pino, Gladys: Ensayos. - Caracas : Edición de la Autora, 1997. Aira, César: Diccionario de Autores Latinoamericanos. - Buenos Aires : Emecé, 2001.","M","Venezuela","1876","1939","Crónicas de poetas","12",NA,NA,NA,NA,"","Crónica","",NA,"","3",NA,""
"Lectura Amena","138","Echegorri, P.","","",NA,NA,NA,NA,NA,"Idilio","12",NA,NA,NA,NA,"","Cuento","","á C. P.","","1",NA,""
"Lectura Amena","139","Anónimo","","",NA,NA,NA,NA,NA,"De todo","12",NA,NA,NA,NA,"","Noticias","",NA,"","1",NA,""
"Lectura Amena","140","Soto Borda, Clímaco","","","https://es.wikipedia.org/wiki/Cl%C3%ADmaco_Soto_Borda","M","Colombia","1870","1919","Diana","13",NA,NA,NA,NA,"","Poema","","A Delio Seravile","","2",NA,""
"Lectura Amena","141","Palma, Clemente","","","http://viaf.org/viaf/43178261","M","Perú","1872","1946","Idealismos","13",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","142","Marín, Abel","","","Nieto; Michero; Echavarría","M","Colombia","1888","1950","Hortus Larvarum (Poema paradisíaco)","13",NA,NA,NA,NA,"","Poema","","Para Abel Farina","","2",NA,""
"Lectura Amena","143","Cano, Luis","director","","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Minchero Vilasaró, Angel: Diccionario universal de escritores. - San Sebastián : Ideas Hechos, 1957. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984.","M","Colombia","1885","1950","Margot","13",NA,NA,NA,NA,"","Cuento","","Para Rafael Montoya Pérez","","4",NA,""
"Lectura Amena","144","Villegas Arango, Alfonso","","","Echavarría; González, Ernesto; Zafir, León: Antología de poetas de Antioquia. - Antioquia : Impr. Departamental de Antioquia, 1953. Ardila A., Héctor M.; Viscaino, Inés: Hombres y Mujeres en las Letras de Colombia. - Santa Fé de Bogotá : Colección Aula Abierta. Cooperativa Editorial Magisterio, 1998.","M","Colombia","1875","1951","Ella","13",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","145","Cadenas, José Juan","","","https://es.wikipedia.org/wiki/Jos%C3%A9_Juan_Cadenas","M","España","1872","1947","La canción de Pierrot","13",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","146","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Raro","13",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","147","Vélez, Victorino","","",NA,NA,NA,NA,NA,"""Diario""","13",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","148","París, Luis","","","https://es.wikipedia.org/wiki/Luis_Par%C3%ADs","M","España","1863","1936","Delirio de las persecuciones","13",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","149","Cano Gutíérrez, Fidel","","","http://viaf.org/viaf/56417474/","M","Colombia","1854","1919","En vano","13",NA,NA,"Fidel Cano",NA,"","Poema","","A Antonio J. Cano","","1",NA,""
"Lectura Amena","150","Darío, Rubén","","","https://es.wikipedia.org/wiki/Rub%C3%A9n_Dar%C3%ADo","M","Nicaragua","1867","1916","Waterloo","13",NA,NA,NA,NA,"","Relato o narración breve","",NA,"","2",NA,""
"Lectura Amena","151","Robledo, Alfonso","","","Minchero","M","","1876","1938","La vaca","13",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","152","Negueri, D.","","",NA,NA,NA,NA,NA,"Desmayo","13",NA,NA,NA,NA,"","Poema","","Para A. Ospina","","1",NA,""
"Lectura Amena","153","Bedout, C. de","","",NA,NA,NA,NA,NA,"Au reveil","13",NA,NA,NA,NA,"","Cuento","","á B. Tejada C.","","3",NA,""
"Lectura Amena","154","Gómez E., Bernardo","","",NA,NA,NA,NA,NA,"La vejez del perro","13",NA,NA,NA,NA,"","Poema","","Para Luis Cano","","1",NA,""
"Lectura Amena","155","Villegas, Luis Eduardo","","","http://viaf.org/viaf/305871764; Sánchez: Diccionario Autores Antioqueños","M","Colombia","1848","1915","Francisco Mejía Pelaéz","13",NA,NA,NA,NA,"","Obituario","",NA,"","2",NA,""
"Lectura Amena","155a","Cano Gutíérrez, Fidel","","","http://viaf.org/viaf/56417474/","M","Colombia","1854","1919","Francisco Mejía Pelaéz","13",NA,NA,NA,NA,"","Obituario","",NA,"","2",NA,""
"Lectura Amena","156","Anónimo","","",NA,NA,NA,NA,NA,"Heliodoro Ospina","13",NA,NA,NA,NA,"","Obituario","",NA,"","1",NA,""
"Lectura Amena","157","Restrepo, Saturnino","","","OPAC Biblioteca Pública de Medellín","M","Colombia","1877","1961","Manos de cigarrillo","14 y 15",NA,NA,NA,NA,"","Ensayo","",NA,"","4",NA,""
"Lectura Amena","158","Valencia, Guillermo","","","https://www.wikidata.org/wiki/Q2880050","M","Colombia","1873","1943","Croquis","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","159","Roure, José de","","","https://www.wikidata.org/wiki/Q30305848","M","España","1864","1909","La esfinge","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","6",NA,""
"Lectura Amena","160","Llorente, Teodoro","","","http://viaf.org/viaf/19994662","M","España","1836","1911","El derviche (De Víctor Hugo)","14 y 15",NA,NA,"Le Devirche",NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","161","Montoya, Antonio José","","","Rendón 400","M","Colombia","","","Prendas de oro","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","162","Martínez Sierra, Gregorio","","","https://es.wikipedia.org/wiki/Gregorio_Mart%C3%ADnez_Sierra","M","España","1881","1947","Algunas consideraciones sobre la literatura de hoy","14 y 15",NA,NA,NA,NA,"","Ensayo","",NA,"","3",NA,""
"Lectura Amena","163","Nervo, Amado","","","http://viaf.org/viaf/97487","M","México","1870","1919","El muezín","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","164","Nervo, Amado","","","http://viaf.org/viaf/97487","M","México","1870","1919","Las cigüeñas","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","165","Daudet, Alphonse","","","https://es.wikipedia.org/wiki/Alphonse_Daudet","M","Francia","1840","1897","La última clase. Narraciones de un muchacho alsaciano","14 y 15",NA,NA,"L. de G.",NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","166","Marín, Abel","","","Nieto; Michero; Echavarría","M","Colombia","1888","1950","Penumbra","14 y 15",NA,NA,NA,NA,"","Poema","","Para Efraín de la Cruz","","1",NA,""
"Lectura Amena","167","Marín, Abel","","","Nieto; Michero; Echavarría","M","Colombia","1888","1950","........ En el álbum de la Srita. Pepa uribe","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","168","Montoya Pérez, Rafael","","",NA,NA,NA,NA,NA,"Desde el huevo","14 y 15",NA,NA,NA,NA,"","Cuento","","Para el álbum ilustrado de Rafael Mesa","","2",NA,""
"Lectura Amena","169","Blanco Fombona, Rufino","","","https://es.wikipedia.org/wiki/Rufino_Blanco_Fombona","M","Venezuela","1874","1944","Explicación","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","170","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Plumazos","14 y 15",NA,NA,NA,NA,"","Relato o narración breve","",NA,"","2",NA,""
"Lectura Amena","171","Vélez, Victorino","","",NA,NA,NA,NA,NA,"Sursum","14 y 15",NA,NA,NA,NA,"","Poema","","á Alfonso Villegas Arango","","1",NA,""
"Lectura Amena","172","Riche, Iván","","",NA,NA,NA,NA,NA,"Rubí","14 y 15",NA,NA,NA,NA,"","Cuento","","Para Luis Cano","","4",NA,""
"Lectura Amena","173","Nieto, Ricardo","","","https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto","M","Colombia","1878","1952","Hojas secas","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","174","Allais, Alphonse","","","http://viaf.org/viaf/302147306","M","Francia","1854","1905","¿... Y Daudet?","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","175","Cano, Antonio José","","","https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz ; Ospina; Minchero; Echavarría","M","Colombia","1874","1942","Crepúsculos","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","176","Castro, Alfonso","","","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Díaz Díaz, Gonzalo: Hombres y documentos de la filosofía española. - Madrid : Consejo Superior de Investigaciones Científicas. Instituto de Filosofía ""Luis Vives"", 1980-1998.","M","Colombia","1878","1943","Discurso","14 y 15",NA,NA,NA,NA,"","Discurso","",NA,"","4",NA,""
"Lectura Amena","177","Lisle, Leconte de","","","https://es.wikipedia.org/wiki/Leconte_de_Lisle","M","Francia","1818","1894","El jaguar","14 y 15",NA,NA,"Laurentino Canal",NA,"","Poema","",NA,"","3",NA,""
"Lectura Amena","178","Rodriguez Moya, Francisco","","","http://viaf.org/viaf/30147121768326392484","M","Colombia","1884","1958","Los vencidos","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","9",NA,""
"Lectura Amena","179","Díaz, Leopoldo","","","https://es.wikipedia.org/wiki/Leopoldo_D%C3%ADaz","M","Argentina","1862","1947","Melancolía","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","180","Tejada Córdoba, Blas","","",NA,NA,NA,NA,NA,"Juegos florales en Medellín","14 y 15",NA,NA,NA,NA,"","Artículo de reflexión","",NA,"","2",NA,""
"Lectura Amena","181","Anónimo","","",NA,NA,NA,NA,NA,"De todo","14 y 15",NA,NA,NA,NA,"","Noticias","",NA,"","1",NA,""
"Lectura Amena","182","Dicenta, Joaquín","","","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta","M","España","1862","1917","La finca de los muertos","16",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","183","Moreno Alba, Miguel","","","Otero Muñoz, Gustavo: Hombres y ciudades : antología del paisaje, de las letras y de los hombres de Colombia. - Bogotá , 1948. Avila, Abel: El Pensamiento Costeño : Diccionario de Escritores. - Barranquilla : Editorial Antillas, 1992-1999.","M","Colombia","1890","1942","Medias Tintas","16",NA,NA,NA,NA,"","Poema","","Para Vives Guerra","","1",NA,""
"Lectura Amena","184","Nervo, Amado","","","http://viaf.org/viaf/97487","M","México","1870","1919","Una humillación","16",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","185","Arciniegas, Ismael Enrique","","","http://viaf.org/viaf/30956884","M","Colombia","1865","1938","El alma muerta","16",NA,NA,NA,NA,"","Poema","","A Leopoldo Lugones","","1",NA,""
"Lectura Amena","186","Cano, Antonio José","","","https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz ; Ospina; Minchero; Echavarría","M","Colombia","1874","1942","La vida de los muertos","16",NA,NA,NA,NA,"","Poema","","A Armand Silvestre","","2",NA,""
"Lectura Amena","187","D'Annunzio, Gabriele","","","http://viaf.org/viaf/49220129","M","Kingdom of Italy","1863","1938","El héroe","16",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","188","Valencia, Francisco","","Pacho Valencia","Rendón 400","M","España","","1932","In eternum","16",NA,NA,NA,NA,"","Poema","","A Sor Margarita de Tracia","","2",NA,""
"Lectura Amena","189","Echagüe, Francisco","","","https://viaf.org/viaf/87020044/","M","España","1860","1924","Los mendigos de la calle de Atocha","16",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","190","Cano Gutíérrez, Fidel","","","http://viaf.org/viaf/56417474/","M","Colombia","1854","1919","A la Srta. Mercedes Duque","16",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","191","Tolstói, Lev Nikoláievich","","","https://es.wikipedia.org/wiki/Le%C3%B3n_Tolst%C3%B3i","M","Rusia","1828","1910","Malachka y Akulina","16",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","192","Vélez, Salvador","","",NA,NA,NA,NA,NA,"Siempre","16",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","193","Jaramillo, Bernardo","","","Sánchez: Diccionario; Quién es quién en Venezuela, Panama, Ecuador, Colombia : con datos recopilados hasta el 30 de Junio de 1952. - Bogotá : Perry, 1952","M","Colombia","1884","1952","Sugestión","16",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","194","Velásquez García, José","","","https://www.wikidata.org/wiki/Q94281425","M","Colombia","1873","1950","Crónica volandera","16",NA,NA,NA,NA,"","Opinión","",NA,"","4",NA,""
"Lectura Amena","195","Cano, Luis","director","","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Minchero Vilasaró, Angel: Diccionario universal de escritores. - San Sebastián : Ideas Hechos, 1957. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984.","M","Colombia","1885","1950","Ignacio Cano","16",NA,NA,NA,NA,"","Obituario","",NA,"","2",NA,""
"Lectura Amena","196","Alba, E.","","",NA,NA,NA,NA,NA,"Julio Flórez","16",NA,NA,NA,NA,"","Obituario","",NA,"","1",NA,""
"Lectura Amena","197","Anónimo","","",NA,NA,NA,NA,NA,"De todo","16",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","198","Urrecha, Federico","","","https://es.wikipedia.org/wiki/Federico_Urrecha","M","España","1855","1935","Tinita","17",NA,NA,NA,NA,"","Cuento","",NA,"","6",NA,""
"Lectura Amena","199","Nieto, Ricardo","","","https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto","M","Colombia","1878","1952","Canción de invierno","17",NA,NA,NA,NA,"","Poema","","Para Luis Cano","","2",NA,""
"Lectura Amena","200","Dicenta, Joaquín","","","https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Dicenta","M","España","1862","1917","El monumento","17",NA,NA,NA,NA,"","Opinión","",NA,"","3",NA,""
"Lectura Amena","201","Maya, Juan Antonio","","","Echavarría; Arboleda, Gustavo: Diccionario biográfico general del antiguo departamento del Cauca : colonia, independencia, republica. - Quito : Galvez, 1910.","M","Colombia","1879","1903","Apoteosis","17",NA,NA,NA,NA,"","Poema","","A Víctor Londoño","","3",NA,""
"Lectura Amena","202","Castro, Alfonso","","","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939. Díaz Díaz, Gonzalo: Hombres y documentos de la filosofía española. - Madrid : Consejo Superior de Investigaciones Científicas. Instituto de Filosofía ""Luis Vives"", 1980-1998.","M","Colombia","1878","1943","Cristalización (*)","17",NA,NA,NA,NA,"","Cuento","",NA,"","6",NA,""
"Lectura Amena","203","Marín, Abel","","","Nieto; Michero; Echavarría","M","Colombia","1888","1950","Cavatina","17",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","204","Lizardo, Pedro","","",NA,NA,NA,NA,NA,"La procesión","17",NA,NA,NA,NA,"","Poema en prosa","",NA,"","2",NA,""
"Lectura Amena","205","Cano, Antonio José","","","https://1library.co/article/antonio-cano-tres-personajes-fundamentales-cano-pel%C3%A1ez-isaza.yr2dxopz ; Ospina; Minchero; Echavarría","M","Colombia","1874","1942","Del álbum de Leticia Velásquez","17",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","206","Carrasquilla, Tomás","","","http://viaf.org/viaf/49272874","M","Colombia","1858","1940","Es copia","17",NA,NA,NA,NA,"","s.d.","",NA,"","1",NA,""
"Lectura Amena","207","Gómez Carrillo, Enrique","","","https://es.wikipedia.org/wiki/Enrique_G%C3%B3mez_Carrillo","M","Guatemala","1873","1927","Una alma rusa","17",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","208","Velásquez García, José","","","https://www.wikidata.org/wiki/Q94281425","M","Colombia","1873","1950","Carnaval","17",NA,NA,NA,NA,"","Poema","","Para Samuel Ángel","","2",NA,""
"Lectura Amena","209","Velásquez García, José","","","https://www.wikidata.org/wiki/Q94281425","M","Colombia","1873","1950","Crónica volandera","17",NA,NA,NA,NA,"","Opinión","",NA,"","4",NA,""
"Lectura Amena","210","Anónimo","","",NA,NA,NA,NA,NA,"De todo","17",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","211","Montoya Pérez, Rafael","","",NA,NA,NA,NA,NA,"Besos y rezos","18",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","212","Nieto, Ricardo","","","https://enciclopedia.banrepcultural.org/index.php/Ricardo_Nieto","M","Colombia","1878","1952","Ninón","18",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","213","Marín, Abel","","","Nieto; Michero; Echavarría","M","Colombia","1888","1950","Noches de luna","18",NA,NA,NA,NA,"","Poema","","Para mi hermano Aníbal","","3",NA,""
"Lectura Amena","214","Restrepo Restrepo, Antonio María","","","https://d-nb.info/gnd/137889232","M","Colombia","1875","1921","Ritornelos","18",NA,NA,NA,NA,"","Poema","","Para un álbum","","2",NA,""
