"NombreR","NumContrib","Contributor","Roles","Seudonimo","PaisOrigen","Titulo","NumFasciculo","Fecha","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantidadPaginas","Paginacion","Comentarios"
"Lectura Amena","56","Silva, José Asunción","","","Colombia","La calavera","5 y 6",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","57","Silva, José Asunción","","","Colombia","Lázaro","5 y 6",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","58","Silva, José Asunción","","","Colombia","Carta abierta","5 y 6",NA,NA,NA,NA,"","Carta","",NA,"","3",NA,""
"Lectura Amena","59","Restrepo Restrepo, Antonio María","","","Colombia","El nocturno","5 y 6",NA,NA,NA,NA,"","Poema","","A Luis Cano","","1",NA,""
"Lectura Amena","60","Silva, José Asunción","","","Colombia","Muertos","5 y 6",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","61","Anónimo","","",NA,"De todo","5 y 6",NA,NA,NA,NA,"","Varia","",NA,"","2",NA,""
"Lectura Amena","62","Olano, Ricardo","","","Colombia","Noél","7",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","63","Medina, Vicente","","","Colombia","Noche-güena","7",NA,NA,NA,NA,"","Poema","",NA,"","5",NA,""
"Lectura Amena","64","Montoya, Antonio José","","","Colombia","Diciembre","7",NA,NA,NA,NA,"","Cuadro de constumbres","",NA,"","3",NA,""
"Lectura Amena","65","Tejada Córdoba, Blas","","","Colombia","Mudanzas","7",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","66","Rios De Lamperez, Blanca de los","","","España","La noche buena del maestro","7",NA,NA,NA,NA,"","Relato","",NA,"","7",NA,""
"Lectura Amena","67","Valencia, Francisco","","Pacho Valencia","Colombia","Las bandolas","7",NA,NA,NA,NA,"","Poema","",NA,"","3",NA,""
"Lectura Amena","68","Groot, José Manuel","","","Colombia","Primer monedero falso. En Colombia","7",NA,NA,NA,NA,"","Fragmento","",NA,"","1",NA,""
"Lectura Amena","69","Marín, Abel","","","Colombia","Diciembre","7",NA,NA,NA,NA,"","Poema","",NA,"","3",NA,""
"Lectura Amena","70","Breen, M.","","",NA,"El rayo de luna","7",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","71","Anónimo","","",NA,"De todo","7",NA,NA,NA,NA,"","Noticias","",NA,"","1",NA,""
"Lectura Amena","72","Nervo, Amado","","","México","Colaboración honrosa","8",NA,NA,NA,NA,"","Carta","",NA,"","1",NA,""
"Lectura Amena","73","Nervo, Amado","","","México","La vieja canción (Inédita)","8",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","74","Castro, Alfonso","","","Colombia","El triunfo de la vida","8",NA,NA,NA,NA,"","Cuento","","A Emilio J. Montoya","","6",NA,""
"Lectura Amena","75","Tejada Córdoba, Blas","","","Colombia","Redentores","8",NA,NA,NA,NA,"","Poema","","A J. Emilio Calle","","2",NA,""
"Lectura Amena","76","AA. VV.","","AA. VV.",NA,"Telegramas relativos a la exhumación, conducción y recibimiento de los restos de Jorge Isaacs","8",NA,NA,NA,NA,"",NA,"",NA,"","12",NA,""
"Lectura Amena","77","Documentos oficiales","","",NA,"Acta de exhumación de los restos de Jorge Isaacs","8",NA,NA,NA,NA,"","Documentos oficiales","",NA,"","",NA,""
"Lectura Amena","78","Anónimo","","",NA,"Certificado del gobernador del Tolima","8",NA,NA,NA,NA,"","Documentos oficiales","",NA,"","",NA,""
"Lectura Amena","79","Anónimo","","",NA,"Carta del Secretario de la Junta Isaacs en Bogotá","8",NA,NA,NA,NA,"","Carta","",NA,"","",NA,""
"Lectura Amena","80","Anónimo","","",NA,"Acta","8",NA,NA,NA,NA,"","Acta","",NA,"","",NA,""
"Lectura Amena","81","Isaacs, Lísimaco","","","Colombia","Discurso del Dr. Lísimaco Isaacs","8",NA,NA,NA,NA,"","Discurso","",NA,"","",NA,""
"Lectura Amena","82","Botero Guerra, Camilo","","","Colombia","Discurso del Sr. Camilo Botero Guerra","8",NA,NA,NA,NA,"","Discurso","",NA,"","",NA,""
"Lectura Amena","83","Cano Gutíérrez, Fidel","","","Colombia","Discurso del Sr. Fidel Cano","8",NA,NA,NA,NA,"","Discurso","",NA,"","",NA,""
"Lectura Amena","84","Documentos oficiales","","",NA,"Acta de recepción de los restos de Isaacs","8",NA,NA,NA,NA,"","Acta","",NA,"","",NA,""
"Lectura Amena","85","Fernández Avendano, Enrique Wenceslao","","","Colombia","A Jorge Isaacs (En la recepción de sus restos)","8",NA,NA,NA,NA,"","Poema","","A Jorge Isaacs","","1",NA,""
"Lectura Amena","86","Tablada, José Juan","","","México","Onix","8",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","87","Anónimo","","",NA,"De todo","8",NA,NA,NA,NA,"","Noticias","",NA,"","1",NA,""
"Lectura Amena","88","Anónimo","","",NA,"Ley 51 de 1898 sobre prensa","8",NA,NA,NA,NA,"","Ley","",NA,"","1",NA,""
"Lectura Amena","89","Cano Gutíérrez, Fidel","","","Colombia","Noche triste (en la navidad de 1904)","9",NA,NA,NA,NA,"","Poema","",NA,"","3",NA,""
"Lectura Amena","90","Uribe Mejía, F. A.","","","Colombia","Vida Amarga (después de leer ""Noche triste""","9",NA,NA,NA,NA,"","Comentario","",NA,"","2",NA,""
"Lectura Amena","91","Nervo, Amado","","","México","Tritoniada","9",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","92","Restrepo Restrepo, Antonio María","","","Colombia","Verlaine converso","9",NA,NA,NA,NA,"","Poema","","A Fray Amado, poeta.","","1",NA,""
"Lectura Amena","93","Montoya, Antonio José","","","Colombia","Juancho Uribe","9",NA,NA,NA,NA,"","Comentario","","Del Álbum ilustrado de D. Rafael Mesa","","3",NA,""
"Lectura Amena","94","Jaramillo, Escipión","","","Colombia","Ocaso","9",NA,NA,NA,NA,"","Poema","","Para C. F. V.","","1",NA,""
"Lectura Amena","95","Lozano, Alberto","","","Colombia","Amor y gloria","9",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","96","Gonzaga Urbina, Luis","","","México","De profundis","9",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","97","Negueri, D.","","","s.d.","Para un Álbum","9",NA,NA,NA,NA,"","Poema","","A E. S. A","","1",NA,""
"Lectura Amena","98","Montoya Pérez, Rafael","","","Colombia","Caída","9",NA,NA,NA,NA,"","Cuento","","A José Montoya","","5",NA,""
"Lectura Amena","99","Restrepo Restrepo, Antonio María","","","Colombia","Reliquia bio-bibliográfica de Epifanío Mejía","9",NA,NA,NA,NA,"","Comentario","",NA,"","1",NA,""
"Lectura Amena","100","Mejía, Epifanio","","","Colombia","Alfredo","9",NA,NA,NA,NA,"","Poema","","A Teresita","","2",NA,""
"Lectura Amena","101","Tejada Córdoba, Blas","","","Colombia","La tarde","9",NA,NA,NA,NA,"","Poema","","A H. A. N","","2",NA,""
"Lectura Amena","102","Anónimo","","",NA,"De todo","9",NA,NA,NA,NA,"","Varia","",NA,"","1",NA,""
"Lectura Amena","103","Montoya, Antonio José","","","Colombia","El parnaso de la montaña (De El Gran Montañes.)","10",NA,NA,NA,NA,"","Crónica","",NA,"","5",NA,""
"Lectura Amena","104","Valencia, Guillermo","","","Colombia","Las dos cabezas","10",NA,NA,NA,NA,"","Poema","","A Eduardo S. Gutiérrez","","3",NA,""
"Lectura Amena","105","Vargas Vila, José María","","","Colombia","Inexorable dilema","10",NA,NA,NA,NA,"","Ensayo","",NA,"","5",NA,""
"Lectura Amena","106","Nervo, Amado","","","México","Increpación","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","107","Dicenta, Joaquín","","","España","Bonafoux (Nota bohemia)","10",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","108","Gutierrez, Adolfo León","","","s.d.","Los abyectos","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","109","Cano, Luis","director","","Colombia","Anarquía póstuma","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","110","Cano, Antonio José","","","Colombia","Tentación","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","111","Restrepo Restrepo, Antonio María","","","Colombia","Poema en prosa","10",NA,NA,NA,NA,"","Poema","","A D. Tomás Carrasquilla","","1",NA,""
"Lectura Amena","112","Velásquez García, José","","","Colombia","En la selva intacta","10",NA,NA,NA,NA,"","Poema","","Para la Srta. Mercedes Duque","","2",NA,""
"Lectura Amena","113","Tejada Córdoba, Blas","","","Colombia","Memento","10",NA,NA,NA,NA,"","Poema","","Á Isabel","","1",NA,""
"Lectura Amena","114","Vélez, Salvador","","","Colombia","Luz y sombra","10",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","115","Anónimo","","",NA,"De todo","10",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","116","Montoya Pérez, Rafael","","","Colombia","Tu quoque","11",NA,NA,NA,NA,"","Cuento","","A Salvador Vélez","","9",NA,""
"Lectura Amena","117","Navarro, M.Donato","","","Colombia","Secreto","11",NA,NA,NA,NA,"","Poema","","Para Luis E. Yepes","","2",NA,""
"Lectura Amena","118","Nervo, Amado","","","México","Otras vidas","11",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","119","Robledo, Jorge Samuel","","","Colombia","Los funerales del sol (Paráfrasis)","11",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","120","Cano Gutíérrez, Fidel","","","Colombia","Discurso","11",NA,NA,NA,NA,"","Discurso","",NA,"","5",NA,""
"Lectura Amena","121","Cano, Luis","director","","Colombia","Nights","11",NA,NA,NA,NA,"","Poema","","A D. Julián Paéz M.","","1",NA,""
"Lectura Amena","122","Fx. B.","","Fx. B.","s.d.","Tropical","11",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","123","Negueri, D.","","","s.d.","Fantasia","11",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","124","Greiff, Luis de","","","Colombia","El creador de María","11",NA,NA,NA,NA,"","Crónica","",NA,"","3",NA,""
"Lectura Amena","125","Anónimo","","",NA,"De todo","11",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","126","Marín, Abel","","","Colombia","Polonia","12",NA,NA,NA,NA,"","Cuento","","A Luis Cano","","3",NA,""
"Lectura Amena","127","Restrepo Restrepo, Antonio María","","","Colombia","Poema triste","12",NA,NA,NA,NA,"","Poema","","Para J. V. Latorre: tributo.","","3",NA,""
"Lectura Amena","128","Dicenta, Joaquín","","","España","Dos naturalezas","12",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","129","Gamboa, Mateo","","","Colombia","Crepuscular","12",NA,NA,NA,NA,"","Poema","","Para Lectura Amena","","1",NA,""
"Lectura Amena","130","Sierra, Justo","","","Colombia","Nocturno","12",NA,NA,NA,NA,"","Cuento","","A Roberto A. Estera","","6",NA,""
"Lectura Amena","131","Cano, Antonio José","","","Colombia","Los ritmos (De León Dierx)","12",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","132","Rodriguez Moya, Francisco","","","Colombia","Scherzo","12",NA,NA,NA,NA,"","Poema en prosa","","A CH...","","2",NA,""
"Lectura Amena","133","Restrepo Restrepo, Antonio María","","","Colombia","Saturniana","12",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","134","Pastor Ríos, Justo","","","Colombia","Días de boda","12",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","135","Salduba","","","s.d.","La última misa","12",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","136","Gómez E., Bernardo","","","Colombia","Le voyage","12",NA,NA,NA,NA,"","Poema","","A D. Fidel Cano","","1",NA,""
"Lectura Amena","137","Fernández García, Alejandro","","","Venezuela","Crónicas de poetas","12",NA,NA,NA,NA,"","Crónica","",NA,"","3",NA,""
"Lectura Amena","138","Echegorri, P.","","",NA,"Idilio","12",NA,NA,NA,NA,"","Cuento","","á C. P.","","1",NA,""
"Lectura Amena","139","Anónimo","","",NA,"De todo","12",NA,NA,NA,NA,"","Noticias","",NA,"","1",NA,""
"Lectura Amena","140","Soto Borda, Clímaco","","","Colombia","Diana","13",NA,NA,NA,NA,"","Poema","","A Delio Seravile","","2",NA,""
"Lectura Amena","141","Palma, Clemente","","","Perú","Idealismos","13",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","142","Marín, Abel","","","Colombia","Hortus Larvarum (Poema paradisíaco)","13",NA,NA,NA,NA,"","Poema","","Para Abel Farina","","2",NA,""
"Lectura Amena","143","Cano, Luis","director","","Colombia","Margot","13",NA,NA,NA,NA,"","Cuento","","Para Rafael Montoya Pérez","","4",NA,""
"Lectura Amena","144","Villegas Arango, Alfonso","","","Colombia","Ella","13",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","145","Cadenas, José Juan","","","España","La canción de Pierrot","13",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","146","Restrepo Restrepo, Antonio María","","","Colombia","Raro","13",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","147","Vélez, Victorino","","","Colombia","""Diario""","13",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","148","París, Luis","","","España","Delirio de las persecuciones","13",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","149","Cano Gutíérrez, Fidel","","","Colombia","En vano","13",NA,NA,"Fidel Cano",NA,"","Poema","","A Antonio J. Cano","","1",NA,""
"Lectura Amena","150","Darío, Rubén","","","Nicaragua","Waterloo","13",NA,NA,NA,NA,"","Relato o narración breve","",NA,"","2",NA,""
"Lectura Amena","151","Robledo, Alfonso","","","Colombia","La vaca","13",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","152","Negueri, D.","","",NA,"Desmayo","13",NA,NA,NA,NA,"","Poema","","Para A. Ospina","","1",NA,""
"Lectura Amena","153","Bedout, C. de","","",NA,"Au reveil","13",NA,NA,NA,NA,"","Cuento","","á B. Tejada C.","","3",NA,""
"Lectura Amena","154","Gómez E., Bernardo","","","Colombia","La vejez del perro","13",NA,NA,NA,NA,"","Poema","","Para Luis Cano","","1",NA,""
"Lectura Amena","155","Villegas, Luis Eduardo","","","Colombia","Francisco Mejía Pelaéz","13",NA,NA,NA,NA,"","Obituario","",NA,"","2",NA,""
"Lectura Amena","155a","Cano Gutíérrez, Fidel","","","Colombia","Francisco Mejía Pelaéz","13",NA,NA,NA,NA,"","Obituario","",NA,"","2",NA,""
"Lectura Amena","156","Anónimo","","",NA,"Heliodoro Ospina","13",NA,NA,NA,NA,"","Obituario","",NA,"","1",NA,""
"Lectura Amena","157","Restrepo, Saturnino","","","Colombia","Manos de cigarrillo","14 y 15",NA,NA,NA,NA,"","Ensayo","",NA,"","4",NA,""
"Lectura Amena","158","Valencia, Guillermo","","","Colombia","Croquis","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","159","Roure, José de","","","España","La esfinge","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","6",NA,""
"Lectura Amena","160","Llorente, Teodoro","","","Colombia","El derviche (De Víctor Hugo)","14 y 15",NA,NA,"Le Devirche",NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","161","Montoya, Antonio José","","","Colombia","Prendas de oro","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","162","Martínez Sierra, Gregorio","","","España","Algunas consideraciones sobre la literatura de hoy","14 y 15",NA,NA,NA,NA,"","Ensayo","",NA,"","3",NA,""
"Lectura Amena","163","Nervo, Amado","","","México","El muezín","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","164","Nervo, Amado","","","México","Las cigüeñas","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","165","Daudet, Alphonse","","","Francia","La última clase. Narraciones de un muchacho alsaciano","14 y 15",NA,NA,"L. de G.",NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","166","Marín, Abel","","","Colombia","Penumbra","14 y 15",NA,NA,NA,NA,"","Poema","","Para Efraín de la Cruz","","1",NA,""
"Lectura Amena","167","Marín, Abel","","","Colombia","........ En el álbum de la Srita. Pepa uribe","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","168","Montoya Pérez, Rafael","","","Colombia","Desde el huevo","14 y 15",NA,NA,NA,NA,"","Cuento","","Para el álbum ilustrado de Rafael Mesa","","2",NA,""
"Lectura Amena","169","Blanco Fombona, Rufino","","","Venezuela","Explicación","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","170","Restrepo Restrepo, Antonio María","","","Colombia","Plumazos","14 y 15",NA,NA,NA,NA,"","Relato o narración breve","",NA,"","2",NA,""
"Lectura Amena","171","Vélez, Victorino","","","Colombia","Sursum","14 y 15",NA,NA,NA,NA,"","Poema","","á Alfonso Villegas Arango","","1",NA,""
"Lectura Amena","172","Riche, Iván","","","Colombia","Rubí","14 y 15",NA,NA,NA,NA,"","Cuento","","Para Luis Cano","","4",NA,""
"Lectura Amena","173","Nieto, Ricardo","","","Colombia","Hojas secas","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","174","Allais, Alphonse","","","Francia","¿... Y Daudet?","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","175","Cano, Antonio José","","","Colombia","Crepúsculos","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","176","Castro, Alfonso","","","Colombia","Discurso","14 y 15",NA,NA,NA,NA,"","Discurso","",NA,"","4",NA,""
"Lectura Amena","177","Lisle, Leconte de","","","Francia","El jaguar","14 y 15",NA,NA,"Laurentino Canal",NA,"","Poema","",NA,"","3",NA,""
"Lectura Amena","178","Rodriguez Moya, Francisco","","","Colombia","Los vencidos","14 y 15",NA,NA,NA,NA,"","Cuento","",NA,"","9",NA,""
"Lectura Amena","179","Díaz, Leopoldo","","","Argentina","Melancolía","14 y 15",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","180","Tejada Córdoba, Blas","","","Colombia","Juegos florales en Medellín","14 y 15",NA,NA,NA,NA,"","Artículo de reflexión","",NA,"","2",NA,""
"Lectura Amena","181","Anónimo","","",NA,"De todo","14 y 15",NA,NA,NA,NA,"","Noticias","",NA,"","1",NA,""
"Lectura Amena","182","Dicenta, Joaquín","","","España","La finca de los muertos","16",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","183","Moreno Alba, Miguel","","","Colombia","Medias Tintas","16",NA,NA,NA,NA,"","Poema","","Para Vives Guerra","","1",NA,""
"Lectura Amena","184","Nervo, Amado","","","México","Una humillación","16",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","185","Arciniegas, Ismael Enrique","","","Colombia","El alma muerta","16",NA,NA,NA,NA,"","Poema","","A Leopoldo Lugones","","1",NA,""
"Lectura Amena","186","Cano, Antonio José","","","Colombia","La vida de los muertos","16",NA,NA,NA,NA,"","Poema","","A Armand Silvestre","","2",NA,""
"Lectura Amena","187","D'Annunzio, Gabriele","","","Italia","El héroe","16",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","188","Valencia, Francisco","","Pacho Valencia","Colombia","In eternum","16",NA,NA,NA,NA,"","Poema","","A Sor Margarita de Tracia","","2",NA,""
"Lectura Amena","189","Echagüe, Francisco","","","España","Los mendigos de la calle de Atocha","16",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","190","Cano Gutíérrez, Fidel","","","Colombia","A la Srta. Mercedes Duque","16",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","191","Tolstói, Lev Nikoláievich","","","Rusia","Malachka y Akulina","16",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","192","Vélez, Salvador","","","Colombia","Siempre","16",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","193","Jaramillo, Bernardo","","","Colombia","Sugestión","16",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","194","Velásquez García, José","","","Colombia","Crónica volandera","16",NA,NA,NA,NA,"","Opinión","",NA,"","4",NA,""
"Lectura Amena","195","Cano, Luis","director","","Colombia","Ignacio Cano","16",NA,NA,NA,NA,"","Obituario","",NA,"","2",NA,""
"Lectura Amena","196","Alba, E.","","","Colombia","Julio Flórez","16",NA,NA,NA,NA,"","Obituario","",NA,"","1",NA,""
"Lectura Amena","197","Anónimo","","",NA,"De todo","16",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","198","Urrecha, Federico","","","España","Tinita","17",NA,NA,NA,NA,"","Cuento","",NA,"","6",NA,""
"Lectura Amena","199","Nieto, Ricardo","","","Colombia","Canción de invierno","17",NA,NA,NA,NA,"","Poema","","Para Luis Cano","","2",NA,""
"Lectura Amena","200","Dicenta, Joaquín","","","España","El monumento","17",NA,NA,NA,NA,"","Opinión","",NA,"","3",NA,""
"Lectura Amena","201","Maya, Juan Antonio","","","Colombia","Apoteosis","17",NA,NA,NA,NA,"","Poema","","A Víctor Londoño","","3",NA,""
"Lectura Amena","202","Castro, Alfonso","","","Colombia","Cristalización (*)","17",NA,NA,NA,NA,"","Cuento","",NA,"","6",NA,""
"Lectura Amena","203","Marín, Abel","","","Colombia","Cavatina","17",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","204","Lizardo, Pedro","","","Colombia","La procesión","17",NA,NA,NA,NA,"","Poema en prosa","",NA,"","2",NA,""
"Lectura Amena","205","Cano, Antonio José","","","Colombia","Del álbum de Leticia Velásquez","17",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","206","Carrasquilla, Tomás","","","Colombia","Es copia","17",NA,NA,NA,NA,"","s.d.","",NA,"","1",NA,""
"Lectura Amena","207","Gómez Carrillo, Enrique","","","Guatemala","Una alma rusa","17",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","208","Velásquez García, José","","","Colombia","Carnaval","17",NA,NA,NA,NA,"","Poema","","Para Samuel Ángel","","2",NA,""
"Lectura Amena","209","Velásquez García, José","","","Colombia","Crónica volandera","17",NA,NA,NA,NA,"","Opinión","",NA,"","4",NA,""
"Lectura Amena","210","Anónimo","","",NA,"De todo","17",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","211","Montoya Pérez, Rafael","","","Colombia","Besos y rezos","18",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","212","Nieto, Ricardo","","","Colombia","Ninón","18",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","213","Marín, Abel","","","Colombia","Noches de luna","18",NA,NA,NA,NA,"","Poema","","Para mi hermano Aníbal","","3",NA,""
"Lectura Amena","214","Restrepo Restrepo, Antonio María","","","Colombia","Ritornelos","18",NA,NA,NA,NA,"","Poema","","Para un álbum","","2",NA,""
"Lectura Amena","215","Dicenta, Joaquín","","","España","El tío Gervasio","18",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","216","Blanco, Héctor","","","Colombia","Simbólica","18",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","217","Darío, Rubén","","","Nicaragua","La canción del oro","18",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","218","Valencia, Francisco","","Pacho Valencia","Colombia","Pecadora","18",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","219","Vélez, Salvador","","","Colombia","Confidencia","18",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","220","Carvajal, Manuel Antonio","","","Colombia","Simbolismos de la floresta","18",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","221","Rusiñol, Santiago","","","España","Blanca y negro","18",NA,NA,NA,NA,"","Cuento","",NA,"","1",NA,""
"Lectura Amena","222","Anónimo","","",NA,"De todo","18",NA,NA,NA,NA,"","Noticias","",NA,"",NA,NA,""
"Lectura Amena","223","Tablada, José Juan","","","México","Fuegos artificiales","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","224","Gómez Escobar, Francisco","","","Colombia","Corazón de mujer","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","7",NA,""
"Lectura Amena","225","Jaramillo Arango, Roberto","","","Colombia","Inmaculada","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","5",NA,""
"Lectura Amena","226","Casal, Julián del","","","Cuba","La última ilusión","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","4",NA,""
"Lectura Amena","227","Pombo, Rafael","","","Colombia","De noche","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","228","Gómez Carrillo, Enrique","","","Guatemala","Psicopatia","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","5",NA,""
"Lectura Amena","229","Bobadilla, Emilio","","","Cuba","Anarquismo embrionario","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","230","Villegas, Aquilino","","","Colombia","Nocturno","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","231","Gorki, Maksim","","","Rusia","Coloquio con la vida","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","232","Cano, Luis","director","","Colombia","Amado Nervo","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","233","Taunay, Vizconde de","","","Brasil","El lazarino","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","3",NA,""
"Lectura Amena","234","Silva, José Asunción","","","Colombia","De ""Gotas amargas"" Filosofías","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","235","Bernal, Luis A.","","","s.d.","Causerie","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","236","Solano Patiño, José","","","Colombia","Ninón","19 y 20",NA,NA,NA,NA,"","Poema","","A Carlos Macía","","2",NA,""
"Lectura Amena","237","Donato Navarro, M.","","","Colombia","Aguilas negras","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","2",NA,""
"Lectura Amena","238","Lisle, Leconte de","","","Francia","El fin del hombre","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
"Lectura Amena","239","Gamboa, Isaías","","","Colombia","Stella","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","240","Merizalde Uribe, Antonio","","","Colombia","Flor de carne","19 y 20",NA,NA,NA,NA,"","Poema","",NA,"","1",NA,""
"Lectura Amena","241","Dicenta, Joaquín","","","España","El idilio de la noche","19 y 20",NA,NA,NA,NA,"","Cuento","",NA,"","2",NA,""
