"Autor de la contribución
Apellido, Nombre",Fuente de datos,Seudónimo,Sexo,País de origen,Año de nacimiento del colaborador,Año de muerte del colaborador,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,,
"Restrepo Jaramillo, José Luis",https://d-nb.info/gnd/1224633997,,M,Colombia,1893,1926,1224633997,,"Restrepo Jaramillo, José L.",Unbekannt,1893-12,1926-02-26,Medellin,Kolumbien,"Restrepo J., José Luis",,,,,,"Restrepo Jaramillo, José L. 1893-1926",http://viaf.org/viaf/7205161030934223920001,7205161030934220000000,
"Restrepo Laverde, Julio",Sánchez: Diccionario Autores Antioqueños,Efe-Mérides; A. Penuela y Olaya; Timalquín,M,Colombia,1871,1927,,,,,,,,,,,,,,,,,,
"Restrepo López, Pablo",https://www.wikidata.org/wiki/Q9022153,"Zafir, León",M,Colombia,1904,1964,,Q9022153,"Restrepo López, Pablo",,,,,,León Zafir,male,,,1904-12-16T00:00:00Z,1964-07-09T00:00:00Z,"Zafir, León",http://viaf.org/viaf/38415955,38415955,
"Restrepo Maya, José María",http://viaf.org/viaf/48999668,,M,Colombia,1834,1917,,,"Restrepo M., José María",,,,,,"Restrepo M., José María",,,,,,"Restrepo M., José María (Restrepo Maya), 1834-1917",http://viaf.org/viaf/48999668,48999668,
"Restrepo Mejía, Félix",https://www.wikidata.org/wiki/Q5442315,Lope de Ochoa,M,Colombia,1887,1965,119362473,Q5442315,"Restrepo, Félix",Männlich,1887,1965,,,Felix Restrepo Mejía,male,Medellín,Colombia,1887-03-13T00:00:00Z,1965-12-16T00:00:00Z,"Restrepo, Félix, 1887-1965.",http://viaf.org/viaf/56734531,56734531,
"Restrepo Mejía, Martín",https://d-nb.info/gnd/133624447; Sánchez: Diccionario Autores Antioqueños,Aurelio; Nitram,M,Colombia,1861,1940,133624447,,"Restrepo Mejía, Martín",Unbekannt,1861,,,,"RESTREPO MEJÍA, MARTÍN",,,,,,"Restrepo Mejía, Martín 1861-",http://viaf.org/viaf/605160667940603560000,605160667940604000000,
"Restrepo Moreno, Alfonso",Gallo Martínez,,M,Colombia,1908,,,,,,,,,,,,,,,,"Restrepo Moreno, Alfonso",,,
"Restrepo Moreno, Alonso",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1893,1956,,,,,,,,,,,,,,,,,,
"Restrepo Olarte, Jesús",https://d-nb.info/gnd/120611925X,,M,Colombia,1893,1976,120611925X,,"Restrepo Olarte, Jesús",Männlich,1893-11-06,1976-06-21,Medellin,Kolumbien,"Restrepo Olarte, Jesús",,,,,,"Restrepo Olarte, Jesús 1893-1976",http://viaf.org/viaf/5713158430392506260001,"5,71316E+21",
"Restrepo Restrepo, Antonio María",https://d-nb.info/gnd/137889232,Abel Farina,M,Colombia,1875,1921,137889232,,"Farina, Abel",Unbekannt,1875,1921,,Kolumbien,"Farina, Abel",,,,,,"Farina, Abel, 1875-1921",http://viaf.org/viaf/26701362,26701362,
"Restrepo Restrepo, Carlos Eugenio",https://www.wikidata.org/wiki/Q2939346,,M,Colombia,1867,1937,1027520170,Q2939346,"Restrepo, Carlos E.",Männlich,1867,1937,Medellin,Kolumbien,Carlos Eugenio Restrepo,male,1867-09-12T00:00:00Z,1937-07-06T00:00:00Z,Medellín,Colombia,"Restrepo, Carlos E. (Carlos Eugenio), 1867-1937",http://viaf.org/viaf/43213461,43213461,
"Restrepo Restrepo, Nicanor",https://www.wikidata.org/wiki/Q100395813,,M,Colombia,1869,1925,,Q100395813,"RESTREPO RESTREPO, NICANOR",,,,,,Nicanor Restrepo Restrepo,male,1869-01-30T00:00:00Z,1925-10-04T00:00:00Z,Medellín,Colombia,"RESTREPO RESTREPO, NICANOR",,,
"Restrepo Rivera, Jesús",https://d-nb.info/gnd/1245395920,,M,Colombia,1884,1946,1245395920,,"Restrepo Rivera, Jesús",Unbekannt,1884,1946,Envigado,Kolumbien,"Restrepo Rivera, J.",,,,,,"Restrepo Rivera, Jesús",https://viaf.org/viaf/33163709956229700008,33163709956229700000,
"Restrepo Rivera, José",https://d-nb.info/gnd/1056359714,,M,Colombia,1886,1958,1056359714,,"Restrepo Rivera, Jesús",Unbekannt,1886,1958,Envigado,Kolumbien,"Restrepo Rivera, J.",,,,,,"Restrepo Rivera, José",http://viaf.org/viaf/56470477,56470477,
"Restrepo Sáenz, José María",https://www.wikidata.org/wiki/Q1277904,,,Colombia,1880,1949,1056284978,Q1277904,"Restrepo Sáenz, José María",Unbekannt,,,,,"Restrepo Sáenz, José María",male,,Colombia,1880-01-01,1949-01-01,"Restrepo Sáenz, José María",http://viaf.org/viaf/45973629,45973629,
"Restrepo Tirado, Ernesto",https://www.wikidata.org/wiki/Q1356789,,M,Colombia,1862,1948,101808909,Q1356789,"Restrepo Tirado, Ernesto",Unbekannt,1862-08-27,1948-10-24,Medellin,Kolumbien,Ernesto Restrepo Tirado,male,Medellín,Colombia,1862-08-27,1948-10-24,"Restrepo Tirado, Ernesto",http://viaf.org/viaf/61540440,61540440,
"Restrepo Toro, Israel",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1889,,,,,,,,,,,,,,,,,,,
"Restrepo Trujillo, Antonio José",http://viaf.org/viaf/68534419; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1855,1933,1057152595,Q5698738,"Restrepo, Antonio José",Unbekannt,1855,1933,,,Antonio José Restrepo,male,Concordia,Colombia,1855-03-19,1933-03-01,"Restrepo, Antonio José",http://viaf.org/viaf/68534419,,
"Restrepo Vélez, Rafael",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1871,1941,,,,,,,,,,,,,,,,,,
"Restrepo, Daniel",https://d-nb.info/gnd/127901485,,,Colombia,1871,1962,127901485,,"Restrepo, Daniel",Männlich,1871-09-27,1962-01-07,,,"RESTREPO, DANIEL",,,,,,"RESTREPO, DANIEL",,,
"Restrepo, Darío",https://d-nb.info/gnd/142372153,,,Colombia,1934,,142372153,,"Restrepo, Darío",Unbekannt,1934-12-25,,,,"Restrepo Jaramillo, Darío",,,,,,"Restrepo Jaramillo, Darío",,,
"Restrepo, Edgar Poe",https://www.wikidata.org/wiki/Q114315471; Gallo Martínez,,M,Colombia,1919,1942,1222205092,Q114315471,"Restrepo, Edgar Poe",Männlich,,,,,Edgar Poe Restrepo,male,,,Medellín,Colombia,"Restrepo, Edgar Poe",http://viaf.org/viaf/39428363,39428363,
"Restrepo, Humberto",http://viaf.org/viaf/29669140,,M,Colombia,1922,1982,,,"RESTREPO, HUMBERTO",,,,,,"RESTREPO, HUMBERTO",,,,,,"Restrepo, Huberto 1922-1982",http://viaf.org/viaf/29669140,29669140,
"Restrepo, José Félix de",https://www.wikidata.org/wiki/Q9013866,,M,Colombia,1760,1832,,Q9013866,"RESTREPO, JOSÉ FELIX DE",,,,,,José Félix de Restrepo,male,1760-11-20T00:00:00Z,1832-09-23T00:00:00Z,Envigado,Colombia,"Restrepo, José Félix de, 1760-1832",http://viaf.org/viaf/6463271,6463271,
"Restrepo, José Manuel",https://www.wikidata.org/wiki/Q3186416,,M,Colombia,1781,1863,1020731877,Q3186416,"Restrepo, José Manuel",Männlich,1781,1863,,,José Manuel Restrepo Veléz,male,Envigado,Colombia,1781-12-30,1863-04-01,"Restrepo, José Manuel",http://viaf.org/viaf/17566739,17566739,
"Restrepo, Juan de Dios",https://www.wikidata.org/wiki/Q12350018,,M,Colombia,1825,1894,135797799,Q12350018,"Restrepo Ramos, Juan de Dios",Unbekannt,1825,1894,,,Emiro Kastos,male,1825-01-01T00:00:00Z,1894-01-01T00:00:00Z,,,"Kastos, Emiro, 1825-1894",http://viaf.org/viaf/61098275,61098275,
"Restrepo, Manuel Canuto",https://www.wikidata.org/wiki/Q64737292,,M,Colombia,1825,1891,,Q64737292,"RESTREPO, MANUEL CANUTO",,,,,,Manuel Canuto Restrepo y Villegas,male,1825-01-13T00:00:00Z,1891-10-23T00:00:00Z,,,"RESTREPO, MANUEL CANUTO",,,
"Restrepo, Saturnino",OPAC Biblioteca Pública de Medellín,,M,Colombia,1877,1961,,,,,,,,,,,,,,,,,,
"Restrepo, Vicente",https://www.wikidata.org/wiki/Q94636726,,M,Colombia,1837,1899,,Q94636726,"Restrepo, Vicente",,,,,,Vicente Restrepo,male,,,1837-01-01,1899-01-01,"Restrepo, Vicente",http://viaf.org/viaf/38552989,38552989,
"Rey del Corral, José Antonio",https://www.wikidata.org/wiki/Q55949783,,M,España,1939,1995,1056215968,Q55949783,"Rey del Corral, José A.",Unbekannt,1939,1995,Saragossa,Spanien,José Antonio Rey del Corral,male,Zaragoza,España,1939-05-21T00:00:00Z,1995-05-25T00:00:00Z,"Rey del Corral, José Antonio",,,
"Rico Mejía, Esteban",https://d-nb.info/gnd/1057474274,,,Colombia,,,1057474274,,"Rico Mejía, Esteban",Unbekannt,,,,,"RICO MEJÍA, ESTEBAN",,,,,,"RICO MEJÍA, ESTEBAN",,,
"Rilke, Rainer María",https://d-nb.info/gnd/118601024,,M,Alemania,1875,1926,118601024,Q76483,,,,,,,,,,,,,,http://viaf.org/viaf/46897170,46897170,
"Río Ceballos, Julio","Ruiz Castañeda, María del Carmen; Márquez Acevedo, Sergio: Diccionario de Seudónimos, Anagramas, Iniciales y otros Alias Usados por Escritores Mexicanos y Extranjeros que han publicado en México. - México : Universidad Autónoma de México, 2000",Lucas Gómez,M,México,,,,,,,,,,,,,,,,,,,,
"Rio Posada, Miguel Ángel del",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1883,,,,,,,,,,,,,,,,,,,
"Rios De Lamperez, Blanca de los",https://viaf.org/viaf/84493547/,,F,España,1859,1956,1158990227,Q5729862,"LosRios de Lampérez, Blanca de",,,,,,Blanca de los Ríos,female,Seville,España,1859-08-15,1956-04-13,"Ríos de Lampérez, Blanca de los, 1862-1956",https://viaf.org/viaf/84493547/,,
"Rios, Juan Pastor de los",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1876,1920,,,,,,,,,,,,,,,,,,
"Rivas Frade, Fedérico","https://www.ecured.cu/Federico_Rivas_Frade#:~:text=Fue%20conocido%20especialmente%20por%20sus,primer%20diario%20liberal%20de%20Bogot%C3%A1.",,M,Colombia,1856,1922,,,"Rivas Frade, Fedérico",,,,,,"Rivas Frade, Fedérico",,,,,,"Rivas Frade, Federico, 1856-1922",http://viaf.org/viaf/60310936/,,
"Rivas Groot, Evaristo","https://viaf.org/viaf/66089671/#Rivas_Groot,_Evaristo,_1864-1923",,M,Colombia,1864,1923,,,,,,,,,,,,,,,,,,
"Rivas Groot, José María",https://www.wikidata.org/wiki/Q30610646,,M,Colombia,1863,1923,122497031,Q30610646,"Rivas Groot, José Maria",Unbekannt,1863,1923,,,José María Rivas Groot,male,Bogotá,Colombia,1863-04-18,1923-10-26,"Rivas Groot, José María",http://viaf.org/viaf/56604578,56604578,
"Rivas Sacconi, José Manuel",https://www.wikidata.org/wiki/Q96699342,,M,Colombia,1917,1991,124294146,Q96699342,"Rivas Sacconi, José Manuel",Unbekannt,1917,1991,,,José Manuel Rivas Sacconi,male,,,1917-01-01,1991-01-01,"Rivas Sacconi, José Manuel",,,
"Rivas, Medardo",https://www.wikidata.org/wiki/Q5847191,,M,Colombia,1825,1901,,Q5847191,"Rivas, Medardo",,,,,,Medardo Rivas,male,Bogotá,Colombia,1825-07-09,1901-09-11,"Rivas, Medardo",,,
"Rivas, Raimundo",https://d-nb.info/gnd/1055243313,,M,Colombia,1889,1946,1055243313,Q104421835,"Rivas, Raimundo",Männlich,1889-02-25,1946-02-24,Bogotá,Kolumbien,Raimundo Rivas,male,,,1889-01-01,1946-01-01,"Rivas, Raimundo",http://viaf.org/viaf/24975729,24975729,
"Rivera y Garrido, Luciano",https://d-nb.info/gnd/1056746599,,M,Colombia,1846,1889,1056746599,,"Rivera y Garrido, Luciano",Unbekannt,1846,1889,,,"Rivera y Garrido, Luciano",,,,,,"Rivera y Garrido, Luciano",http://viaf.org/viaf/73472484,73472484,
"Rivera, José Eustasio",https://d-nb.info/gnd/118789007,,M,Colombia,1888,1928,118789007,Q940428,,,,,,,,,,,,,,https://viaf.org/viaf/51731849,51731849,
"Rivero, Mario",https://www.wikidata.org/wiki/Q5999005,,M,Colombia,1935,2009,1056797789,Q5999005,"Rivero, Mario",Unbekannt,1935,,,,Mario Rivero,male,Envigado,Colombia,1935-01-01T00:00:00Z,2009-04-13T00:00:00Z,"Rivero, Mario",http://viaf.org/viaf/140537,140537,
"Robledo Ortiz, Jorge",https://www.wikidata.org/wiki/Q5935924,,M,Colombia,1917,1990,,Q5935924,"Robledo Ortiz, Jorge",,,,,,Jorge Robledo Ortiz,male,Santa Fe de Antioquia,Colombia,1917-09-30T00:00:00Z,1990-08-22T00:00:00Z,"Robledo Ortiz, Jorge",http://viaf.org/viaf/5134068,5134068,
"Robledo, Alfonso",Minchero,,M,,1876,1938,,,,,,,,,,,,,,,,,,
"Robledo, Eusebio",Echavarría,,M,Colombia,1872,1926,,,,,,,,,,,,,,,,,,
"Robledo, Jorge Samuel",Minchero; Echevarría,,M,Colombia,1886,1960,,,,,,,,,,,,,,,,,,
"Roca Lemus, Juan",https://d-nb.info/gnd/1018726713; Sánchez: Diccionario Autores Antioqueños,Rubayata; Felipe Barajas,M,Colombia,1908,1981,1018726713,,"Roca Lemus, Juan",Unbekannt,1908,1981,,,"ROCA LEMUS, JUAN",,,,,,"Roca Lemus, Juan 1908-1981",http://viaf.org/viaf/222800119,222800119,
"Rochefort, Henri",https://es.wikipedia.org/wiki/Henri_Rochefort,,M,Francia,1830,1913,118790811,Q642060,"Rochefort, Henri",Männlich,1831,1913,,,Henri Rochefort,male,Paris,France,1831-01-31,1913-07-01,"Rochefort, Henri",https://viaf.org/viaf/68935107/,,
"Rodó, José Enrique",https://es.wikipedia.org/wiki/Jos%C3%A9_Enrique_Rod%C3%B3,,M,Uruguay,1871,1917,118790870,Q734054,"Rodó, José Enrique",Männlich,1871-07-15,1917-05-01,Montevideo,Uruguay,José Enrique Rodó,male,Montevideo,Uruguay,1871-07-15,1917-05-01,"Rodó, José Enrique",http://viaf.org/viaf/27078395,,
"Rodríguez Escobar, Ivan",https://d-nb.info/gnd/1060684713,,,Colombia,,,1060684713,,"Rodríguez Escobar, Ivan E.",Unbekannt,,,,,"RODRIGUEZ ESCOBAR, IVAN",,,,,,"Rodríguez Escobar, Ivan E.",http://viaf.org/viaf/311452553,311452553,
"Rodríguez Guerrero, Ignacio",https://www.wikidata.org/wiki/Q5913524,,M,Colombia,1909,1983,1159076227,Q5913524,"Rodriguez Guerrero, Ignacio",Unbekannt,1909-10-13,1983-07-24,,,Ignacio Rodríguez Guerrero,male,Pasto,Colombia,1909-10-13T00:00:00Z,1983-07-24T00:00:00Z,"Rodríguez Guerrero, Ignacio",http://viaf.org/viaf/60488167,60488167,
"Rodríguez Mira, Pedro",Gallo Martínez,,M,Colombia,1883,1972,,,,,,,,,,,,,,,"Rodríguez Mira, Pedro",http://viaf.org/viaf/60953854,60953854,
"Rodriguez Moya, Francisco",http://viaf.org/viaf/30147121768326392484,,M,Colombia,1884,1958,121998745X,,"Rodriguez Moya, Jonathan",Unbekannt,1884,1958,Santa Rosa de Osos,Kolumbien,"Rodriguez Moya, F.",,,,,,"Rodríguez Moya, Francisco, 1884-1958",http://viaf.org/viaf/30147121768326392484,,
"Rojas Abreu, Enriquillo",Minchero,,M,,,,,,"Rojas Abreu, Enriquillo",,,,,,"Rojas Abreu, Enriquillo",,,,,,"Rojas Abreu, Enriquillo",http://viaf.org/viaf/38561255,38561255,
"Rojas Garrido, José María",https://www.wikidata.org/wiki/Q2736411,,M,Colombia,1824,1883,130822280,Q2736411,"Rojas Garrido, José María",Unbekannt,1824,1883,,,José María Rojas Garrido,male,El Agrado,Colombia,1824-06-07T00:00:00Z,1883-07-18T00:00:00Z,"Rojas Garrido, José María",http://viaf.org/viaf/63019812,63019812,
"Rojas Herazo, Héctor",https://d-nb.info/gnd/103044790X,,,,1920,2002,103044790X,,"Rojas Herazo, Héctor",Unbekannt,1920-08-12,2002-04-11,,,"Rojas Herazo, Héctor",,,,,,"Rojas Herazo, Héctor",http://viaf.org/viaf/93312774,93312774,
"Rojas, Jorge",Minchero; Echavarría; Aira,,M,Colombia,1911,1985,,,"Rojas, Jorge",,,,,,"Rojas, Jorge",,,,,,"Rojas, Jorge",,,
"Rollinat, Maurice",https://en.wikipedia.org/wiki/Maurice_Rollinat,,M,Francia,1846,1903,,Q1911436,,,,,,,,,,,,,,"https://viaf.org/viaf/56615708/#Rollinat,_Maurice,_1846-1903",,
"Roure, José de",https://www.wikidata.org/wiki/Q30305848,,M,España,1864,1909,,Q30305848,"Roure, José de",,,,,,José de Roure,male,Vitoria-Gasteiz,España,1864-01-01,1909-03-08,"Roure, José de",https://viaf.org/viaf/315538145/,,
"Roux, Hugo Le",https://catalogue.bnf.fr/ark:/12148/cb37147434f,,M,Sudáfrica,1883,1970,,,,,,,,,,,,,,,,,,
"Roux, Rodolfo Eduardo de",https://d-nb.info/gnd/1056261935,,,,1925,,1056261935,,"Roux Guerrero, Rodolfo Eduardo de",Unbekannt,1925,,,,"Roux, Rodolfo Eduardo de",,,,,,"Roux, Rodolfo Eduardo de",http://viaf.org/viaf/6322966,6322966,
"Rozo Martínez, Darío",https://www.accefyn.com/sp/academicos/Silla_12_Dario_Rozo_Martinez.htm,,M,Colombia,1881,1964,,,"Rozo M, Darío",,,,,,"Rozo M, Darío",,,,,,"Rozo M., Darío",,,
"Rubinos, José",https://www.wikidata.org/wiki/Q12391166,,M,España,1898,1963,131547283,Q12391166,"Rubinos, Xosé",Unbekannt,1898,1963,La Coruña,Spanien,José Rubinos Ramos,male,A Coruña,España,1898-04-03,1963-12-03,"Rubinos, José",http://viaf.org/viaf/8522477,8522477,
"Rueda Vargas, Tomás",https://d-nb.info/gnd/1055472916,,M,España,1879,1943,1055472916,Q6148634,"Rueda Vargas, Tomás",Unbekannt,1879,1943,,,Tomás Rueda Vargas,male,Bogotá,Colombia,1879-09-18,1943-07-25,"Rueda Vargas, Tomás",http://viaf.org/viaf/89435135,89435135,
"Rusiñol, Santiago",https://es.wikipedia.org/wiki/Santiago_Rusi%C3%B1ol,,M,España,1861,1931,118750453,Q366930,"Rusiñol, Santiago",Unbekannt,1861,1931,Barcelona,Spanien,Santiago Rusiñol,male,Barcelona,España,1861-02-25,1931-06-13,"Rusiñol, Santiago",http://viaf.org/viaf/9886682,,
"Saavedra Galindo, José Manuel",https://viaf.org/viaf/45746886/,,M,Colombia,1885,1931,1020012749,Q94382513,"Saavedra Galindo, José Manuel",Unbekannt,1885,1931,,,José Manuel Saavedra Galindo,male,,,1885-01-01,1931-01-01,"Saavedra Galindo, José Manuel 1885-1931",https://viaf.org/viaf/45746886/,,
"Saavedra Molina, Julio",https://es.wikipedia.org/wiki/Julio_Saavedra_Molina,,M,Chile,1880,1949,,,,,,,,,,,,,,,,,,
"Saavedra, Ángel de",https://d-nb.info/gnd/119554453,,M,España,1791,1865,119554453,Q155463,"Saavedra, Ángel de",Männlich,1791-03-10,1865-06-22,Córdoba (Spanien),Spanien,"Ángel de Saavedra, 3rd Duke of Rivas",male,Córdoba,España,1791-03-10,1865-06-22,"Rivas, Ángel de Saavedra, duque de, 1791-1865",http://viaf.org/viaf/34466938,34466938,
"Sacher-Masoch, Leopold von",https://d-nb.info/gnd/118604570,Zoe von Rodenbach,M,Austria,1836,1895,118604570,Q78474,,,,,,,,,,,,,,http://viaf.org/viaf/64011430,64011430,
"Saco, Eduardo",https://www.wikidata.org/wiki/Q21794049,,M,España,1831,1898,,Q21794049,,,,,,,,,,,,,,,,
"Sáenz Echeverría, Carlos",https://d-nb.info/gnd/1055473068,,,,1853,1893,1055473068,Q109853607,"Sáenz Echeverría, Carlos",Unbekannt,1853,1893,,,Carlos Sáenz Echeverría,,,,1853-01-01T00:00:00Z,1893-01-01T00:00:00Z,"Sáenz Echeverría, Carlos",http://viaf.org/viaf/61151080,61151080,
"Saint-Victor, Paul de",http://viaf.org/viaf/34496102,,M,Francia,1827,1881,,,,,,,,,,,,,,,,,,
"Salazar Montoya, Jaime",https://d-nb.info/gnd/1056713119,,,Colombia,1927,,1056713119,,"Salazar Montoya, Jaime",Unbekannt,1927,,,,"SALAZAR MONTOYA, JAIME",,,,,,"Salazar Montoya, Jaime 1927-",http://viaf.org/viaf/309782455,309782455,
"Salazar Valdés, Hugo",https://d-nb.info/gnd/1057580899,,,,1922,1977,1057580899,,"Salazar Valdés, Hugo",Unbekannt,1922,1977,,,"Salazar Valdés, Hugo",,,,,,"Salazar Valdés, Hugo",http://viaf.org/viaf/172614463,172614463,
"Salazar y Herrera, Tiberio de Jesús",https://www.wikidata.org/wiki/Q6146375,,M,Colombia,1871,1942,,Q6146375,"SALAZAR Y HERRERA, TIBERIO",,,,,,Tiberio de Jesús Salazar y Herrera,male,1871-07-27T00:00:00Z,1942-03-04T00:00:00Z,,,"SALAZAR Y HERRERA, TIBERIO",,,
"Salazar, José María",https://www.wikidata.org/wiki/Q114232578,,M,Colombia,1785,1828,,Q114232578,"SALAZAR, JOSÉ MARÍA",,,,,,José María Salazar,,1785-01-01T00:00:00Z,1828-01-01T00:00:00Z,,,"SALAZAR, JOSÉ MARÍA",,,
"Saldarriaga Betancur, Juan Manuel",Sánchez: Diccionario Autores Antioqueños,Testis Fidelis,M,Colombia,1916,,,,,,,,,,,,,,,,,,,
"Salvador Ruiz, Manuel",https://www.wikidata.org/wiki/Q6117905,"Ruiz, Salvo",M,Colombia,1878,1961,,Q6117905,"Salvador Ruiz, Manuel",,,,,,Salvo Ruiz,male,Concordia,Colombia,1878-07-15T00:00:00Z,1961-04-01T00:00:00Z,"Salvador Ruiz, Manuel",,,
"Samper Acosta, Bertilda",https://www.wikidata.org/wiki/Q4895711,,F,Colombia,1856,1910,,Q4895711,"Samper Acosta, Bertilda",,,,,,Bertilda Samper Acosta,female,Bogotá,Colombia,1856-07-31,1910-07-31,"Samper Acosta, Bertilda",,,
"Samper, Darío",https://www.wikidata.org/wiki/Q54839272,,M,Colombia,1909,1984,1057716340,Q54839272,"Samper, Darío",Unbekannt,1909,1984,,,Darío Samper,male,Guateque,Colombia,1909-12-18,1984-03-18,"Samper, Darío, 1909-",http://viaf.org/viaf/2517232,2517232,
"Samper, José María",https://www.wikidata.org/wiki/Q3186456,,M,Colombia,1828,1888,13895335X,Q3186456,"Samper, José María",Unbekannt,1828,1888,,,José María Samper,male,Honda,Colombia,1828-03-31T00:00:00Z,1888-07-22T00:00:00Z,"Samper, José María",http://viaf.org/viaf/1399395,1399395,
"Samper, Miguel",https://www.wikidata.org/wiki/Q6844794,,M,Colombia,1825,1899,1055472800,Q6844794,"Samper, Miguel",Unbekannt,1825-10-24,1899-03-16,Guaduas,Kolumbien,Miguel Samper Agudelo,male,Honda,Colombia,1825-10-24,1899-03-16,"Samper, Miguel",http://viaf.org/viaf/48546938,48546938,
"San Nicolás, Andrés de",https://www.wikidata.org/wiki/Q93386890,,M,,1617,1666,1056591404,Q93386890,"Andrés, de San Nicolás",Unbekannt,1617,1666,,,Andres San Nicolas,male,,,1617-01-01T00:00:00Z,1666-01-01T00:00:00Z,"San Nicolás, Andrés de",,,
"Sánchez Gómez, Gregorio",https://d-nb.info/gnd/1057580961,,M,Colombia,1895,1942,1057580961,Q60830169,,,,,,,,,,,,,,https://viaf.org/viaf/98978960,98978960,
"Sánchez Lafaurie, Juana",https://www.wikidata.org/wiki/Q88465423,"Lusignán, María de",F,,1908,,,Q88465423,"Sánchez Lafaurie, Juana",,,,,,Marzia de Lusignan,female,,,1908-07-12T00:00:00Z,,"Sánchez Lafaurie, Juana",,,
"Sánchez López, Luis María",Sánchez: Diccionario,,M,Colombia,1922,,1157269516,,"Sánchez López, Luis M.",Unbekannt,,,,,"Sánchez López, Luis María",,,,,,"Sánchez López, Luis María",,,
"Sánchez Montenegro, Víctor",QeQ Ven.; Sánchez: Diccionario; Ardila/Viscaino,,M,Colombia,1902 (sof.1903),,1057252921,,"Sánchez Montenegro, Víctor",Unbekannt,,,,,"Sánchez Montenegro, Víctor",,,,,,"Sánchez Montenegro, Víctor",http://viaf.org/viaf/99384240,99384240,
"Sánchez Ramírez, Ricardo",Sánchez: Diccionario Autores Antioqueños,Luis Trigueros,M,Colombia,1871,1947,,,,,,,,,,,,,,,,,,
"Sánchez, Alberto",Nieto,,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Sanguily, Manuel",http://viaf.org/viaf/76352567,,M,Cuba,1848,1925,1057558648,Q28910520,"Sanguily, Manuel",Unbekannt,1848,1925,,Kuba,Manuel Sanguily,male,Havana,Cuba,1848-03-26,1925-01-23,"Sanguily, Manuel",http://viaf.org/viaf/76352567,,
"Sanín Cano, Baldomero",https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano,,M,Colombia,1861,1957,1030491542,Q2880698,"Sanín Cano, Baldomero",Männlich,1861,1957,Rionegro,Kolumbien,Baldomero Sanín Cano,male,Rionegro,Colombia,1861-06-27,1957-05-12,"Sanín Cano, Baldomero",http://viaf.org/viaf/44331409,,
"Sanín Echeverri, Jaime",https://www.wikidata.org/wiki/Q5925356; Sánchez: Diccionario Autores Antioqueños,Sagredo,M,Colombia,1922,2008,,Q5925356,"SANÍN ECHEVERRI, JAIME",,,,,,Jaime Sanín Echeverri,male,1922-01-01T00:00:00Z,2008-03-01T00:00:00Z,Rionegro,Colombia,"Sanín Echeverri, Jaime",http://viaf.org/viaf/43196283,43196283,
"Santa, Eduardo",https://d-nb.info/gnd/130600148,,,,1927,,130600148,,"Santa, Eduardo",Unbekannt,1927,,,,"Santa, Eduardo",,,,,,"Santa, Eduardo",,,
"Santos, Gustavo",https://d-nb.info/gnd/1055473017,,M,,1892,,1055473017,,"Santos, Gustavo",Unbekannt,1892,,,,"Santos, Gustavo",,,,,,"Santos, Gustavo",,,
"Sarmiento, Ricardo",https://d-nb.info/gnd/1248755995,"Seraville, Delio",M,Colombia,1885,1936,1248755995,,"Seraville, Delio",Unbekannt,1885-09-24,1936-02-04,Bogotá,Kolumbien,"Seraville, Delio",,,,,,"Seraville, Delio",http://viaf.org/viaf/6477164191755918740004,"6,47716E+21",
"Schafi, Mirza",https://es.wikipedia.org/wiki/Mirza_Shafi_Vazeh,,M,Azerbaiyán,1792,1804,,,,,,,,,,,,,,,,,,
"Schiller, Friedrich",https://www.wikidata.org/wiki/Q22670,,M,Alemania,1759,1805,,Q22670,Schiller,,,,,,Friedrich Schiller,male,Marbach am Neckar,Germany,1759-11-10,1805-05-09,Schiller,,,
"Schopenhauer, Arthur",https://d-nb.info/gnd/118610465,,M,Polonia,1788,1860,118610465,Q38193,"Schopenhauer, Arthur",Männlich,1788-02-22,1860-09-21,Danzig,Polen,Arthur Schopenhauer,male,Gdańsk,Poland,1788-02-22,1860-09-21,"Schopenhauer, Arthur, 1788-1860.",http://viaf.org/viaf/17229367,17229367,
"Schwob, Marcel",https://en.wikipedia.org/wiki/Marcel_Schwob#Works,,M,Francia,1867,1905,,,,,,,,,,,,,,,,,,
"Scribe, Eugène",https://www.wikidata.org/wiki/Q319261,,M,Francia,1791,1861,,Q319261,,,,,,,,,,,,,,,,
